touchpoint_id,customer_id,region,touchpoint_date,touchpoint_type,channel,journey_stage,session_duration_min,converted,campaign
TP00009101,GM01131,North America,2023-11-08,Ad Click,In-Store,Consideration,2.5,0,Loyalty Push
TP00009102,GM01131,North America,2023-12-08,App Session,Online,Purchase,18.1,1,Black Friday
TP00009103,GM01131,North America,2023-12-08,Store Visit,Mobile App,Purchase,9.0,0,Spring Sale
TP00009104,GM01131,North America,2022-10-12,Website Visit,In-Store,Consideration,3.4,0,Organic
TP00009105,GM01131,North America,2022-10-11,Store Visit,Online,Awareness,2.6,0,Back to School
TP00009106,GM01131,North America,2022-06-14,Store Visit,Call Center,Purchase,0.6,0,Referral
TP00009107,GM01132,MENA,2023-07-11,Ad Click,In-Store,Advocacy,1.9,0,Spring Sale
TP00009108,GM01132,MENA,2022-04-23,App Session,Online,Purchase,6.7,0,Black Friday
TP00009109,GM01132,MENA,2024-02-10,Support Call,In-Store,Consideration,0.8,0,Black Friday
TP00009110,GM01132,MENA,2022-01-21,Website Visit,Mobile App,Advocacy,17.0,0,Referral
TP00009111,GM01132,MENA,2023-06-12,Ad Click,Online,Consideration,13.7,0,Organic
TP00009112,GM01132,MENA,2022-07-27,Social Media,Call Center,Retention,1.7,0,Spring Sale
TP00009113,GM01133,Central Asia,2022-04-28,Store Visit,In-Store,Awareness,16.9,0,Back to School
TP00009114,GM01133,Central Asia,2023-06-26,Store Visit,Mobile App,Awareness,10.8,0,Back to School
TP00009115,GM01133,Central Asia,2022-10-22,Social Media,Online,Awareness,0.7,1,Organic
TP00009116,GM01133,Central Asia,2023-07-26,Store Visit,Mobile App,Retention,10.2,0,Organic
TP00009117,GM01134,Europe,2022-08-05,Email Open,Mobile App,Consideration,9.9,0,Referral
TP00009118,GM01134,Europe,2024-04-11,Email Open,Online,Consideration,16.0,0,Back to School
TP00009119,GM01134,Europe,2023-08-31,Search,Online,Purchase,13.3,0,Black Friday
TP00009120,GM01134,Europe,2024-02-16,Ad Click,In-Store,Awareness,9.9,0,Organic
TP00009121,GM01134,Europe,2022-09-21,Social Media,Mobile App,Purchase,15.4,0,Black Friday
TP00009122,GM01134,Europe,2022-10-07,Website Visit,Online,Consideration,5.0,0,Organic
TP00009123,GM01134,Europe,2022-06-22,Website Visit,Online,Consideration,9.4,0,Loyalty Push
TP00009124,GM01134,Europe,2024-02-04,App Session,Call Center,Awareness,16.1,0,Back to School
TP00009125,GM01134,Europe,2022-01-26,App Session,Online,Retention,5.0,0,Referral
TP00009126,GM01134,Europe,2023-06-27,App Session,Online,Purchase,5.1,1,Organic
TP00009127,GM01135,North America,2022-06-04,Support Call,In-Store,Awareness,25.8,0,Organic
TP00009128,GM01135,North America,2022-07-30,Social Media,Online,Consideration,8.3,0,Back to School
TP00009129,GM01135,North America,2024-02-12,Social Media,Mobile App,Consideration,12.8,0,Back to School
TP00009130,GM01135,North America,2022-08-10,App Session,In-Store,Advocacy,20.9,0,Black Friday
TP00009131,GM01135,North America,2022-10-28,Search,Call Center,Consideration,5.4,0,Referral
TP00009132,GM01135,North America,2022-11-30,Support Call,Mobile App,Purchase,10.1,0,Black Friday
TP00009133,GM01135,North America,2022-01-22,Store Visit,Online,Advocacy,11.6,0,Organic
TP00009134,GM01135,North America,2023-08-15,Website Visit,Mobile App,Consideration,13.2,0,Organic
TP00009135,GM01135,North America,2023-02-24,Ad Click,Mobile App,Awareness,0.2,0,Black Friday
TP00009136,GM01136,Central Asia,2022-07-17,App Session,Mobile App,Awareness,8.3,0,Referral
TP00009137,GM01136,Central Asia,2022-02-26,Search,Mobile App,Awareness,7.9,0,Organic
TP00009138,GM01136,Central Asia,2023-05-17,Website Visit,Online,Consideration,3.0,0,Loyalty Push
TP00009139,GM01136,Central Asia,2024-01-19,Store Visit,Mobile App,Awareness,9.4,0,Black Friday
TP00009140,GM01137,Southeast Asia,2023-12-07,Social Media,Online,Consideration,44.8,0,Black Friday
TP00009141,GM01137,Southeast Asia,2022-12-04,Website Visit,Online,Advocacy,37.8,0,Referral
TP00009142,GM01137,Southeast Asia,2023-06-07,App Session,Online,Purchase,10.2,0,Organic
TP00009143,GM01137,Southeast Asia,2024-06-07,App Session,Mobile App,Retention,4.9,0,Loyalty Push
TP00009144,GM01137,Southeast Asia,2024-04-02,Social Media,In-Store,Awareness,0.8,0,Back to School
TP00009145,GM01137,Southeast Asia,2022-08-07,Website Visit,Mobile App,Advocacy,5.9,0,Black Friday
TP00009146,GM01137,Southeast Asia,2022-10-23,Website Visit,Mobile App,Purchase,1.4,0,Loyalty Push
TP00009147,GM01137,Southeast Asia,2023-12-20,Search,Online,Purchase,2.5,0,Black Friday
TP00009148,GM01138,MENA,2023-02-10,App Session,Online,Purchase,0.5,0,Loyalty Push
TP00009149,GM01138,MENA,2022-03-05,Social Media,Mobile App,Advocacy,1.1,0,Spring Sale
TP00009150,GM01139,MENA,2022-04-01,Support Call,Mobile App,Advocacy,3.8,0,Organic
TP00009151,GM01139,MENA,2022-07-23,Email Open,In-Store,Advocacy,1.8,0,Loyalty Push
TP00009152,GM01139,MENA,2023-06-13,Search,Mobile App,Consideration,4.5,0,Black Friday
TP00009153,GM01139,MENA,2023-11-21,Website Visit,In-Store,Consideration,8.0,0,Referral
TP00009154,GM01139,MENA,2023-02-22,App Session,Mobile App,Retention,7.3,0,Black Friday
TP00009155,GM01139,MENA,2022-09-22,Social Media,Mobile App,Purchase,11.4,0,Back to School
TP00009156,GM01139,MENA,2022-06-29,Email Open,Mobile App,Purchase,11.4,1,Organic
TP00009157,GM01140,North America,2023-03-03,Search,In-Store,Advocacy,8.7,0,Organic
TP00009158,GM01140,North America,2023-09-10,Email Open,Online,Advocacy,18.1,0,Organic
TP00009159,GM01140,North America,2023-05-31,Ad Click,Mobile App,Purchase,23.7,1,Spring Sale
TP00009160,GM01140,North America,2022-11-21,Support Call,Mobile App,Awareness,3.5,0,Back to School
TP00009161,GM01140,North America,2022-06-13,Search,Online,Awareness,6.0,0,Loyalty Push
TP00009162,GM01140,North America,2022-03-10,Store Visit,Online,Purchase,9.8,1,Organic
TP00009163,GM01140,North America,2023-12-30,Email Open,Online,Advocacy,26.8,1,Organic
TP00009164,GM01140,North America,2024-01-11,Store Visit,Online,Advocacy,3.6,1,Back to School
TP00009165,GM01140,North America,2022-08-26,Social Media,Mobile App,Retention,2.8,0,Loyalty Push
TP00009166,GM01140,North America,2022-11-07,Search,Online,Consideration,26.6,0,Spring Sale
TP00009167,GM01140,North America,2022-02-16,App Session,Online,Retention,7.2,0,Organic
TP00009168,GM01141,North America,2022-02-07,Search,Call Center,Consideration,3.8,0,Spring Sale
TP00009169,GM01141,North America,2023-06-05,Email Open,Online,Consideration,5.4,0,Black Friday
TP00009170,GM01141,North America,2023-05-26,Email Open,Online,Retention,2.3,0,Spring Sale
TP00009171,GM01141,North America,2023-10-17,Website Visit,In-Store,Purchase,2.4,1,Spring Sale
TP00009172,GM01141,North America,2023-05-18,Support Call,Online,Retention,22.5,0,Black Friday
TP00009173,GM01141,North America,2022-07-07,Email Open,Online,Awareness,2.0,0,Organic
TP00009174,GM01141,North America,2022-02-07,Search,Call Center,Advocacy,14.9,0,Spring Sale
TP00009175,GM01141,North America,2024-06-09,Support Call,Online,Advocacy,22.9,0,Organic
TP00009176,GM01141,North America,2023-12-16,Social Media,Mobile App,Awareness,25.4,0,Spring Sale
TP00009177,GM01141,North America,2022-06-19,Support Call,Mobile App,Consideration,13.7,0,Organic
TP00009178,GM01142,Europe,2023-09-13,Social Media,Online,Consideration,2.4,0,Referral
TP00009179,GM01142,Europe,2023-06-15,Search,Mobile App,Awareness,4.2,0,Loyalty Push
TP00009180,GM01142,Europe,2022-01-23,Support Call,In-Store,Awareness,9.0,0,Referral
TP00009181,GM01142,Europe,2022-08-22,Email Open,Mobile App,Retention,13.4,0,Spring Sale
TP00009182,GM01142,Europe,2023-04-07,Ad Click,Mobile App,Advocacy,1.8,0,Loyalty Push
TP00009183,GM01142,Europe,2024-03-19,Ad Click,In-Store,Advocacy,5.0,0,Spring Sale
TP00009184,GM01142,Europe,2022-10-25,Social Media,In-Store,Awareness,13.8,0,Organic
TP00009185,GM01142,Europe,2023-05-26,Website Visit,Online,Retention,11.8,0,Loyalty Push
TP00009186,GM01142,Europe,2022-03-28,Search,Mobile App,Purchase,0.9,0,Black Friday
TP00009187,GM01142,Europe,2023-04-28,Email Open,In-Store,Consideration,14.1,0,Black Friday
TP00009188,GM01142,Europe,2022-05-07,Website Visit,In-Store,Consideration,2.6,0,Organic
TP00009189,GM01142,Europe,2022-03-17,Email Open,Mobile App,Consideration,2.5,0,Black Friday
TP00009190,GM01142,Europe,2022-06-20,Website Visit,Mobile App,Consideration,12.9,0,Loyalty Push
TP00009191,GM01143,North America,2022-09-30,Search,In-Store,Advocacy,35.2,0,Organic
TP00009192,GM01143,North America,2023-07-17,App Session,Online,Consideration,6.3,0,Black Friday
TP00009193,GM01143,North America,2022-01-15,Store Visit,Mobile App,Consideration,1.2,0,Spring Sale
TP00009194,GM01143,North America,2022-11-22,Email Open,Mobile App,Advocacy,6.1,0,Black Friday
TP00009195,GM01143,North America,2024-03-08,Support Call,In-Store,Consideration,15.5,0,Loyalty Push
TP00009196,GM01143,North America,2022-10-24,Support Call,Online,Awareness,1.3,0,Spring Sale
TP00009197,GM01143,North America,2022-08-08,Website Visit,Online,Consideration,2.4,0,Back to School
TP00009198,GM01143,North America,2023-02-18,Support Call,Mobile App,Awareness,9.5,0,Referral
TP00009199,GM01143,North America,2022-01-22,Email Open,Mobile App,Purchase,3.0,0,Loyalty Push
TP00009200,GM01143,North America,2023-09-23,Support Call,In-Store,Retention,6.7,0,Back to School
TP00009201,GM01143,North America,2022-03-09,Support Call,Mobile App,Advocacy,4.3,0,Organic
TP00009202,GM01143,North America,2023-01-04,Email Open,Call Center,Purchase,4.0,1,Referral
TP00009203,GM01143,North America,2022-05-01,Store Visit,Online,Purchase,16.4,0,Referral
TP00009204,GM01144,North America,2022-10-12,Social Media,Mobile App,Consideration,3.8,0,Back to School
TP00009205,GM01144,North America,2023-08-10,Ad Click,Mobile App,Advocacy,0.0,1,Back to School
TP00009206,GM01144,North America,2022-03-16,Email Open,Online,Advocacy,2.4,0,Loyalty Push
TP00009207,GM01144,North America,2022-12-04,Search,Mobile App,Consideration,2.5,1,Back to School
TP00009208,GM01144,North America,2024-03-08,Social Media,Online,Advocacy,28.3,0,Loyalty Push
TP00009209,GM01144,North America,2022-03-03,Store Visit,Online,Awareness,0.2,0,Organic
TP00009210,GM01144,North America,2023-10-11,Website Visit,In-Store,Purchase,11.0,0,Spring Sale
TP00009211,GM01144,North America,2022-03-19,Social Media,Online,Retention,0.1,0,Back to School
TP00009212,GM01144,North America,2023-02-04,Website Visit,Online,Consideration,2.8,0,Loyalty Push
TP00009213,GM01145,Europe,2022-07-14,Store Visit,In-Store,Consideration,11.1,0,Loyalty Push
TP00009214,GM01145,Europe,2024-04-12,Search,In-Store,Consideration,4.0,0,Referral
TP00009215,GM01146,Southeast Asia,2022-07-25,Search,Online,Awareness,0.5,0,Back to School
TP00009216,GM01146,Southeast Asia,2022-03-19,Website Visit,In-Store,Retention,3.9,0,Black Friday
TP00009217,GM01146,Southeast Asia,2024-01-12,Store Visit,Online,Purchase,6.6,0,Spring Sale
TP00009218,GM01146,Southeast Asia,2022-04-18,Email Open,Online,Retention,1.0,0,Back to School
TP00009219,GM01146,Southeast Asia,2023-01-29,Website Visit,Online,Consideration,8.0,0,Loyalty Push
TP00009220,GM01146,Southeast Asia,2022-11-13,Website Visit,Mobile App,Awareness,9.5,0,Referral
TP00009221,GM01146,Southeast Asia,2023-10-12,Ad Click,In-Store,Advocacy,12.0,0,Spring Sale
TP00009222,GM01146,Southeast Asia,2023-03-30,Support Call,In-Store,Advocacy,20.1,0,Spring Sale
TP00009223,GM01147,North America,2023-09-28,Search,Online,Consideration,13.1,0,Organic
TP00009224,GM01147,North America,2022-05-08,Search,Mobile App,Awareness,4.2,0,Spring Sale
TP00009225,GM01147,North America,2022-04-22,Email Open,Online,Purchase,12.3,0,Organic
TP00009226,GM01147,North America,2023-02-23,App Session,Mobile App,Purchase,19.3,0,Spring Sale
TP00009227,GM01147,North America,2024-03-10,Email Open,Online,Retention,5.3,0,Loyalty Push
TP00009228,GM01147,North America,2023-01-14,App Session,In-Store,Awareness,4.5,0,Spring Sale
TP00009229,GM01148,North America,2022-06-16,Email Open,Online,Retention,1.2,0,Loyalty Push
TP00009230,GM01148,North America,2024-04-27,Store Visit,Online,Awareness,1.1,0,Organic
TP00009231,GM01149,Southeast Asia,2023-10-15,Email Open,In-Store,Purchase,4.9,0,Spring Sale
TP00009232,GM01149,Southeast Asia,2023-04-17,Email Open,Online,Retention,1.9,0,Spring Sale
TP00009233,GM01149,Southeast Asia,2023-04-23,Search,Mobile App,Consideration,2.7,0,Loyalty Push
TP00009234,GM01149,Southeast Asia,2024-03-30,Website Visit,Online,Consideration,1.9,0,Black Friday
TP00009235,GM01149,Southeast Asia,2024-03-26,App Session,Mobile App,Retention,1.6,0,Organic
TP00009236,GM01149,Southeast Asia,2022-10-10,Email Open,In-Store,Purchase,0.0,1,Organic
TP00009237,GM01149,Southeast Asia,2023-07-18,Support Call,In-Store,Purchase,24.7,0,Spring Sale
TP00009238,GM01149,Southeast Asia,2024-06-16,Ad Click,Online,Retention,1.4,0,Spring Sale
TP00009239,GM01149,Southeast Asia,2023-09-17,App Session,Online,Consideration,9.6,0,Black Friday
TP00009240,GM01149,Southeast Asia,2024-03-07,Email Open,Online,Awareness,25.4,0,Spring Sale
TP00009241,GM01149,Southeast Asia,2023-11-27,Search,Online,Awareness,3.4,0,Referral
TP00009242,GM01149,Southeast Asia,2022-01-10,Support Call,In-Store,Purchase,2.3,0,Organic
TP00009243,GM01149,Southeast Asia,2023-01-28,App Session,Online,Awareness,0.1,1,Loyalty Push
TP00009244,GM01149,Southeast Asia,2023-01-10,Email Open,Online,Consideration,12.3,0,Black Friday
TP00009245,GM01150,Southeast Asia,2022-06-09,Store Visit,In-Store,Consideration,0.7,0,Organic
TP00009246,GM01150,Southeast Asia,2023-07-23,Support Call,In-Store,Consideration,6.5,0,Black Friday
TP00009247,GM01150,Southeast Asia,2023-01-26,Email Open,Mobile App,Consideration,6.3,0,Spring Sale
TP00009248,GM01150,Southeast Asia,2022-05-30,Store Visit,Online,Retention,2.5,1,Referral
TP00009249,GM01150,Southeast Asia,2024-02-09,Store Visit,In-Store,Awareness,2.7,0,Black Friday
TP00009250,GM01150,Southeast Asia,2024-05-18,App Session,In-Store,Retention,0.1,0,Organic
TP00009251,GM01150,Southeast Asia,2023-08-28,Search,In-Store,Awareness,13.6,0,Black Friday
TP00009252,GM01151,North America,2023-10-16,Search,Online,Awareness,22.0,0,Referral
TP00009253,GM01151,North America,2023-11-30,App Session,Online,Purchase,16.5,0,Loyalty Push
TP00009254,GM01151,North America,2022-12-12,Email Open,Online,Consideration,11.4,0,Referral
TP00009255,GM01152,North America,2022-07-28,Search,Online,Consideration,2.2,0,Organic
TP00009256,GM01152,North America,2023-04-01,Email Open,In-Store,Retention,2.8,0,Back to School
TP00009257,GM01152,North America,2023-06-26,Social Media,In-Store,Awareness,30.9,0,Referral
TP00009258,GM01152,North America,2023-11-05,App Session,Online,Advocacy,9.4,0,Spring Sale
TP00009259,GM01152,North America,2023-01-01,Email Open,Mobile App,Consideration,10.6,0,Organic
TP00009260,GM01152,North America,2022-11-10,Ad Click,In-Store,Purchase,19.4,0,Organic
TP00009261,GM01152,North America,2022-05-06,Social Media,Mobile App,Advocacy,6.7,0,Loyalty Push
TP00009262,GM01153,North America,2022-06-17,Ad Click,Mobile App,Consideration,6.6,0,Spring Sale
TP00009263,GM01153,North America,2022-05-09,Website Visit,Call Center,Awareness,1.3,0,Black Friday
TP00009264,GM01153,North America,2023-08-18,Website Visit,In-Store,Awareness,9.5,0,Spring Sale
TP00009265,GM01153,North America,2023-06-02,Support Call,Online,Purchase,4.1,0,Back to School
TP00009266,GM01153,North America,2023-06-08,Support Call,Mobile App,Purchase,1.1,0,Organic
TP00009267,GM01153,North America,2024-04-21,App Session,Online,Awareness,2.7,0,Black Friday
TP00009268,GM01153,North America,2023-06-26,Store Visit,In-Store,Retention,2.1,0,Black Friday
TP00009269,GM01153,North America,2023-08-29,Email Open,Online,Awareness,22.5,0,Referral
TP00009270,GM01153,North America,2022-06-23,Email Open,Online,Consideration,2.3,0,Black Friday
TP00009271,GM01153,North America,2023-07-29,Email Open,In-Store,Advocacy,21.8,0,Black Friday
TP00009272,GM01153,North America,2023-03-26,App Session,Online,Consideration,1.2,0,Organic
TP00009273,GM01153,North America,2022-03-31,Website Visit,Mobile App,Consideration,8.0,0,Organic
TP00009274,GM01153,North America,2022-01-24,Website Visit,Call Center,Consideration,0.6,0,Loyalty Push
TP00009275,GM01154,North America,2022-07-19,Email Open,Mobile App,Purchase,3.8,0,Spring Sale
TP00009276,GM01154,North America,2023-07-18,Support Call,Call Center,Consideration,2.1,0,Referral
TP00009277,GM01154,North America,2023-05-08,Website Visit,In-Store,Consideration,8.3,0,Organic
TP00009278,GM01154,North America,2023-06-28,Search,Mobile App,Consideration,2.3,0,Back to School
TP00009279,GM01154,North America,2022-02-17,Ad Click,Online,Consideration,6.9,0,Back to School
TP00009280,GM01154,North America,2022-09-30,Email Open,Call Center,Advocacy,3.4,0,Black Friday
TP00009281,GM01154,North America,2024-03-22,Ad Click,Online,Consideration,23.7,0,Organic
TP00009282,GM01154,North America,2023-09-08,Social Media,Online,Consideration,7.6,0,Back to School
TP00009283,GM01154,North America,2022-11-10,Support Call,Online,Consideration,7.2,0,Referral
TP00009284,GM01154,North America,2022-02-26,Store Visit,Mobile App,Awareness,5.9,0,Black Friday
TP00009285,GM01154,North America,2023-01-24,Website Visit,In-Store,Consideration,2.3,0,Organic
TP00009286,GM01154,North America,2022-05-09,Website Visit,Mobile App,Purchase,18.5,1,Organic
TP00009287,GM01154,North America,2022-02-13,App Session,In-Store,Purchase,9.8,1,Spring Sale
TP00009288,GM01155,North America,2022-04-19,Store Visit,Online,Consideration,1.0,0,Organic
TP00009289,GM01155,North America,2023-09-18,Store Visit,In-Store,Purchase,3.6,1,Black Friday
TP00009290,GM01155,North America,2024-01-09,Website Visit,Mobile App,Purchase,9.4,1,Loyalty Push
TP00009291,GM01155,North America,2023-06-29,Support Call,Mobile App,Retention,33.8,0,Loyalty Push
TP00009292,GM01155,North America,2023-11-11,Store Visit,Mobile App,Purchase,4.1,1,Spring Sale
TP00009293,GM01155,North America,2023-05-06,Social Media,Mobile App,Awareness,6.3,0,Spring Sale
TP00009294,GM01155,North America,2022-09-21,Store Visit,Online,Awareness,0.2,0,Loyalty Push
TP00009295,GM01155,North America,2024-03-01,App Session,Online,Consideration,2.1,0,Organic
TP00009296,GM01155,North America,2023-06-14,Ad Click,Online,Consideration,0.1,0,Loyalty Push
TP00009297,GM01156,North America,2022-04-29,Search,Call Center,Purchase,1.0,0,Spring Sale
TP00009298,GM01156,North America,2023-09-13,Search,In-Store,Consideration,4.5,0,Spring Sale
TP00009299,GM01156,North America,2023-11-26,Ad Click,Online,Purchase,4.4,0,Black Friday
TP00009300,GM01156,North America,2023-03-10,Support Call,Online,Purchase,0.7,0,Black Friday
TP00009301,GM01156,North America,2023-11-23,Store Visit,Online,Awareness,3.0,0,Spring Sale
TP00009302,GM01156,North America,2024-01-01,Social Media,Mobile App,Retention,6.4,0,Back to School
TP00009303,GM01156,North America,2022-04-02,Website Visit,Mobile App,Awareness,4.2,0,Referral
TP00009304,GM01156,North America,2022-12-28,Search,Online,Consideration,12.9,0,Loyalty Push
TP00009305,GM01156,North America,2023-01-28,Email Open,Call Center,Consideration,3.2,0,Black Friday
TP00009306,GM01157,Europe,2022-04-22,Social Media,Mobile App,Consideration,4.0,1,Loyalty Push
TP00009307,GM01157,Europe,2023-01-03,Store Visit,In-Store,Consideration,2.9,0,Back to School
TP00009308,GM01158,Southeast Asia,2022-03-30,Search,Online,Purchase,4.9,1,Black Friday
TP00009309,GM01158,Southeast Asia,2023-06-17,Social Media,In-Store,Purchase,3.3,1,Organic
TP00009310,GM01158,Southeast Asia,2024-01-22,Support Call,Online,Advocacy,4.5,0,Black Friday
TP00009311,GM01158,Southeast Asia,2023-11-06,App Session,In-Store,Consideration,4.1,0,Organic
TP00009312,GM01158,Southeast Asia,2022-04-05,App Session,Mobile App,Awareness,9.4,0,Black Friday
TP00009313,GM01158,Southeast Asia,2022-11-01,App Session,Online,Purchase,8.5,1,Organic
TP00009314,GM01158,Southeast Asia,2022-11-14,App Session,Online,Awareness,1.1,0,Referral
TP00009315,GM01158,Southeast Asia,2022-01-22,App Session,Online,Retention,13.2,1,Black Friday
TP00009316,GM01158,Southeast Asia,2024-06-10,Website Visit,Mobile App,Consideration,17.7,0,Referral
TP00009317,GM01158,Southeast Asia,2024-02-04,Social Media,Mobile App,Awareness,0.7,1,Organic
TP00009318,GM01158,Southeast Asia,2023-09-05,Social Media,Mobile App,Consideration,1.9,0,Black Friday
TP00009319,GM01158,Southeast Asia,2024-03-26,Support Call,Mobile App,Consideration,6.5,0,Spring Sale
TP00009320,GM01158,Southeast Asia,2023-04-11,App Session,Online,Awareness,10.6,0,Organic
TP00009321,GM01158,Southeast Asia,2023-12-06,Website Visit,In-Store,Retention,2.3,0,Organic
TP00009322,GM01159,Southeast Asia,2022-10-09,Search,Online,Consideration,6.7,0,Black Friday
TP00009323,GM01159,Southeast Asia,2023-02-20,Search,Online,Awareness,1.2,0,Spring Sale
TP00009324,GM01159,Southeast Asia,2023-09-30,Ad Click,In-Store,Awareness,1.4,0,Spring Sale
TP00009325,GM01159,Southeast Asia,2022-03-28,Support Call,Online,Advocacy,15.9,0,Spring Sale
TP00009326,GM01159,Southeast Asia,2023-04-23,Email Open,In-Store,Retention,16.1,0,Back to School
TP00009327,GM01159,Southeast Asia,2022-10-01,Support Call,In-Store,Retention,0.8,0,Back to School
TP00009328,GM01160,Central Asia,2023-06-13,Ad Click,In-Store,Purchase,1.8,0,Organic
TP00009329,GM01160,Central Asia,2022-09-09,Social Media,Online,Awareness,28.9,0,Spring Sale
TP00009330,GM01160,Central Asia,2024-04-23,Ad Click,Online,Purchase,3.1,0,Referral
TP00009331,GM01160,Central Asia,2023-03-21,Search,Call Center,Consideration,11.2,0,Back to School
TP00009332,GM01160,Central Asia,2024-05-25,Ad Click,In-Store,Retention,10.6,0,Referral
TP00009333,GM01160,Central Asia,2022-03-06,Store Visit,Mobile App,Awareness,1.2,0,Organic
TP00009334,GM01160,Central Asia,2024-03-17,Email Open,Online,Awareness,4.8,0,Back to School
TP00009335,GM01160,Central Asia,2023-10-08,Search,Online,Purchase,1.9,0,Loyalty Push
TP00009336,GM01160,Central Asia,2024-04-25,App Session,Mobile App,Retention,5.0,0,Referral
TP00009337,GM01160,Central Asia,2023-10-29,App Session,In-Store,Awareness,11.0,1,Spring Sale
TP00009338,GM01161,North America,2022-11-01,Social Media,Mobile App,Retention,9.6,0,Loyalty Push
TP00009339,GM01161,North America,2023-11-05,Store Visit,In-Store,Consideration,5.8,0,Spring Sale
TP00009340,GM01161,North America,2024-04-26,Social Media,Mobile App,Retention,5.9,0,Spring Sale
TP00009341,GM01161,North America,2023-01-26,App Session,Mobile App,Purchase,9.5,0,Back to School
TP00009342,GM01161,North America,2023-01-10,App Session,In-Store,Awareness,20.7,0,Black Friday
TP00009343,GM01161,North America,2023-09-25,Support Call,In-Store,Consideration,11.8,0,Organic
TP00009344,GM01161,North America,2023-10-19,Social Media,Online,Consideration,8.5,0,Organic
TP00009345,GM01161,North America,2022-08-31,App Session,Mobile App,Advocacy,1.7,1,Loyalty Push
TP00009346,GM01161,North America,2023-06-29,Search,Mobile App,Consideration,9.8,0,Referral
TP00009347,GM01161,North America,2022-04-09,Store Visit,Online,Purchase,4.5,0,Organic
TP00009348,GM01161,North America,2023-11-18,Website Visit,Online,Advocacy,5.2,0,Organic
TP00009349,GM01161,North America,2023-06-16,App Session,Mobile App,Consideration,23.7,0,Black Friday
TP00009350,GM01162,Europe,2023-07-02,Ad Click,Online,Consideration,2.4,0,Loyalty Push
TP00009351,GM01162,Europe,2022-02-06,Support Call,Online,Awareness,10.2,0,Back to School
TP00009352,GM01162,Europe,2024-04-23,Store Visit,Call Center,Purchase,20.0,1,Organic
TP00009353,GM01162,Europe,2023-11-09,Support Call,Online,Awareness,10.6,0,Organic
TP00009354,GM01162,Europe,2023-03-30,Support Call,In-Store,Awareness,12.1,0,Black Friday
TP00009355,GM01162,Europe,2023-10-19,Store Visit,Online,Purchase,11.3,0,Black Friday
TP00009356,GM01162,Europe,2023-02-11,Ad Click,Online,Retention,4.2,0,Organic
TP00009357,GM01162,Europe,2023-12-09,Website Visit,Online,Consideration,1.0,0,Black Friday
TP00009358,GM01162,Europe,2023-01-28,Email Open,Online,Retention,2.4,0,Black Friday
TP00009359,GM01162,Europe,2023-04-20,Search,In-Store,Awareness,6.4,0,Spring Sale
TP00009360,GM01163,Europe,2022-12-06,Ad Click,Mobile App,Advocacy,6.5,0,Black Friday
TP00009361,GM01163,Europe,2023-01-24,Search,Mobile App,Purchase,7.8,0,Black Friday
TP00009362,GM01163,Europe,2023-06-25,Ad Click,In-Store,Advocacy,24.4,0,Organic
TP00009363,GM01163,Europe,2024-01-10,Website Visit,Online,Consideration,13.7,0,Black Friday
TP00009364,GM01163,Europe,2023-12-31,Store Visit,Online,Consideration,8.4,0,Organic
TP00009365,GM01163,Europe,2022-09-16,Store Visit,Mobile App,Advocacy,18.9,1,Black Friday
TP00009366,GM01163,Europe,2023-05-15,Store Visit,In-Store,Awareness,7.7,0,Loyalty Push
TP00009367,GM01164,North America,2022-10-19,Website Visit,Mobile App,Awareness,3.7,0,Referral
TP00009368,GM01164,North America,2023-05-04,Social Media,Mobile App,Advocacy,29.3,0,Spring Sale
TP00009369,GM01164,North America,2023-07-17,Ad Click,Mobile App,Retention,4.7,0,Black Friday
TP00009370,GM01164,North America,2022-05-24,Email Open,Mobile App,Awareness,0.0,0,Organic
TP00009371,GM01164,North America,2023-03-12,Website Visit,Online,Consideration,2.8,0,Spring Sale
TP00009372,GM01164,North America,2023-09-07,Email Open,In-Store,Consideration,20.1,0,Referral
TP00009373,GM01164,North America,2023-09-17,Support Call,Call Center,Consideration,10.3,0,Spring Sale
TP00009374,GM01164,North America,2022-01-08,App Session,Mobile App,Consideration,0.1,0,Black Friday
TP00009375,GM01164,North America,2022-06-05,Store Visit,Mobile App,Awareness,13.4,0,Organic
TP00009376,GM01165,Europe,2022-10-15,App Session,Mobile App,Awareness,4.7,1,Black Friday
TP00009377,GM01165,Europe,2022-01-29,Store Visit,In-Store,Consideration,1.6,0,Organic
TP00009378,GM01165,Europe,2023-06-03,Ad Click,Online,Retention,3.4,0,Referral
TP00009379,GM01165,Europe,2022-03-23,Support Call,In-Store,Awareness,1.3,0,Back to School
TP00009380,GM01165,Europe,2022-10-25,Support Call,Mobile App,Retention,8.2,0,Spring Sale
TP00009381,GM01166,North America,2023-11-11,Search,Online,Awareness,6.6,0,Loyalty Push
TP00009382,GM01166,North America,2024-04-01,App Session,Online,Consideration,16.2,0,Organic
TP00009383,GM01166,North America,2023-03-02,App Session,In-Store,Consideration,6.7,0,Spring Sale
TP00009384,GM01166,North America,2022-08-09,Support Call,Online,Awareness,3.0,0,Referral
TP00009385,GM01166,North America,2022-09-03,Search,Online,Purchase,0.7,1,Black Friday
TP00009386,GM01166,North America,2022-06-05,Ad Click,In-Store,Awareness,11.3,0,Spring Sale
TP00009387,GM01166,North America,2023-10-29,Website Visit,Call Center,Consideration,17.5,0,Black Friday
