customer_id,last_purchase_date,days_since_last,churned
GM00873,2024-05-05,57,0
GM00874,2024-06-18,13,0
GM00875,2024-03-12,111,0
GM00876,2024-06-02,29,0
GM00877,2024-06-09,22,0
GM00878,2023-11-08,236,1
GM00879,2024-06-10,21,0
GM00880,2024-05-29,33,0
GM00881,2024-02-15,137,0
GM00882,2024-04-18,74,0
GM00883,2024-01-01,182,1
GM00884,2024-05-26,36,0
GM00885,2023-09-02,303,1
GM00886,2023-03-18,471,1
GM00887,2024-06-12,19,0
GM00888,2024-04-21,71,0
GM00889,2024-06-08,23,0
GM00890,2023-12-26,188,1
GM00891,2024-01-23,160,0
GM00892,2024-04-19,73,0
GM00893,2024-05-20,42,0
GM00894,2023-12-03,211,1
GM00895,2024-04-29,63,0
GM00896,2024-01-23,160,0
GM00897,2024-04-12,80,0
GM00898,2024-06-03,28,0
GM00899,2024-05-20,42,0
GM00900,2024-04-14,78,0
GM00901,2024-05-10,52,0
GM00902,2024-04-26,66,0
GM00903,2024-03-29,94,0
GM00904,2023-08-22,314,1
GM00905,2024-05-21,41,0
GM00906,2023-10-18,257,1
GM00907,2023-12-25,189,1
GM00908,2024-02-10,142,0
GM00909,2024-06-01,30,0
GM00910,2024-03-25,98,0
GM00911,2024-06-18,13,0
GM00912,2022-05-17,776,1
GM00913,2024-02-24,128,0
GM00914,2024-05-30,32,0
GM00915,2024-04-26,66,0
GM00916,2024-04-14,78,0
GM00917,2024-04-04,88,0
GM00918,2024-05-05,57,0
GM00919,2024-05-06,56,0
GM00920,2023-12-31,183,1
GM00921,2024-06-16,15,0
GM00922,2023-10-19,256,1
GM00923,2024-06-10,21,0
GM00924,2024-03-31,92,0
GM00925,2023-07-29,338,1
GM00926,2023-03-04,485,1
GM00927,2024-05-08,54,0
GM00928,2024-06-14,17,0
GM00929,2023-07-26,341,1
GM00930,2023-12-03,211,1
GM00931,2023-12-12,202,1
GM00932,2024-03-04,119,0
GM00933,2024-04-22,70,0
GM00934,2024-04-24,68,0
GM00935,2023-11-26,218,1
GM00936,2024-05-24,38,0
GM00937,2024-05-28,34,0
GM00938,2023-09-22,283,1
GM00939,2024-04-05,87,0
GM00940,2022-02-19,863,1
GM00941,2024-06-12,19,0
GM00942,2023-11-13,231,1
GM00943,2024-03-23,100,0
GM00944,2024-05-21,41,0
GM00945,2024-04-12,80,0
GM00946,2024-04-23,69,0
GM00947,2023-09-14,291,1
GM00948,2024-03-20,103,0
GM00949,2024-05-17,45,0
GM00950,2023-10-30,245,1
GM00951,2024-03-21,102,0
GM00952,2024-04-24,68,0
GM00953,2024-02-28,124,0
GM00954,2024-06-15,16,0
GM00955,2023-11-28,216,1
GM00956,2024-05-23,39,0
GM00957,2022-08-28,673,1
GM00958,2024-04-01,91,0
GM00959,2023-01-28,520,1
GM00960,2024-05-20,42,0
GM00961,2024-04-09,83,0
GM00962,2023-12-22,192,1
GM00963,2024-02-09,143,0
GM00964,2023-05-26,402,1
GM00965,2023-11-26,218,1
GM00966,2024-05-15,47,0
GM00967,2024-05-21,41,0
GM00968,2024-05-15,47,0
GM00969,2024-05-28,34,0
GM00970,2024-06-08,23,0
GM00971,2024-06-13,18,0
GM00972,2024-05-12,50,0
GM00973,2024-03-07,116,0
GM00974,2024-05-16,46,0
GM00975,2024-06-18,13,0
GM00976,2024-06-08,23,0
GM00977,2024-03-14,109,0
GM00978,2024-06-13,18,0
GM00979,2024-04-15,77,0
GM00980,2023-09-03,302,1
GM00981,2024-06-08,23,0
GM00982,2023-09-12,293,1
GM00983,2024-04-12,80,0
GM00984,2024-06-17,14,0
GM00985,2024-02-13,139,0
GM00986,2024-06-07,24,0
GM00987,2023-09-11,294,1
GM00988,2024-04-13,79,0
GM00989,2024-05-26,36,0
GM00990,2024-04-10,82,0
GM00991,2024-03-24,99,0
GM00992,2024-05-29,33,0
GM00993,2024-05-18,44,0
GM00994,2024-03-25,98,0
GM00995,2024-04-06,86,0
GM00996,2024-03-24,99,0
GM00997,2024-04-07,85,0
GM00998,2023-10-10,265,1
GM00999,2024-05-31,31,0
GM01000,2024-01-17,166,0
GM01001,2023-08-07,329,1
GM01002,2022-05-07,786,1
GM01003,2023-11-13,231,1
GM01004,2024-06-10,21,0
GM01005,2024-05-18,44,0
GM01006,2024-06-07,24,0
GM01007,2024-04-09,83,0
GM01008,2024-05-06,56,0
GM01009,2024-01-03,180,0
GM01010,2024-05-07,55,0
GM01011,2023-09-05,300,1
GM01012,2024-04-13,79,0
GM01013,2024-03-21,102,0
GM01014,2023-04-24,434,1
GM01015,2022-05-23,770,1
GM01016,2022-05-09,784,1
GM01017,2023-05-27,401,1
GM01018,2024-03-15,108,0
GM01019,2023-06-25,372,1
GM01020,2024-05-07,55,0
GM01021,2024-01-13,170,0
GM01022,2022-12-31,548,1
GM01023,2024-06-08,23,0
GM01024,2024-05-19,43,0
GM01025,2023-12-08,206,1
GM01026,2024-05-03,59,0
GM01027,2024-06-16,15,0
GM01028,2024-06-16,15,0
GM01029,2024-06-03,28,0
GM01030,2024-05-26,36,0
GM01031,2024-02-23,129,0
GM01032,2024-05-17,45,0
GM01033,2023-06-06,391,1
GM01034,2023-11-09,235,1
GM01035,2024-06-01,30,0
GM01036,2022-07-04,728,1
GM01037,2024-06-15,16,0
GM01038,2024-06-15,16,0
GM01039,2024-05-23,39,0
GM01040,2024-04-07,85,0
GM01041,2024-06-07,24,0
GM01042,2024-05-09,53,0
GM01043,2022-06-05,757,1
GM01044,2024-05-29,33,0
GM01045,2022-10-16,624,1
GM01046,2024-02-12,140,0
GM01047,2024-01-06,177,0
GM01048,2023-09-16,289,1
GM01049,2024-02-28,124,0
GM01050,2024-03-08,115,0
GM01051,2024-06-04,27,0
GM01052,2024-05-27,35,0
GM01053,2024-05-16,46,0
GM01054,2024-02-22,130,0
GM01055,2024-05-18,44,0
GM01056,2024-05-05,57,0
GM01057,2024-04-29,63,0
GM01058,2024-06-01,30,0
GM01059,2023-12-16,198,1
GM01060,2024-03-01,122,0
GM01061,2024-05-11,51,0
GM01062,2024-04-20,72,0
GM01063,2023-09-18,287,1
GM01064,2023-07-26,341,1
GM01065,2024-04-13,79,0
GM01066,2024-06-08,23,0
GM01067,2024-05-29,33,0
GM01068,2024-05-20,42,0
GM01069,2023-12-19,195,1
GM01070,2024-04-07,85,0
GM01071,2024-04-21,71,0
GM01072,2023-05-07,421,1
GM01073,2024-06-09,22,0
GM01074,2024-06-04,27,0
GM01075,2023-12-20,194,1
GM01076,2024-05-09,53,0
GM01077,2024-04-12,80,0
GM01078,2024-05-11,51,0
GM01079,2024-03-17,106,0
GM01080,2023-12-07,207,1
GM01081,2024-05-06,56,0
GM01082,2024-06-08,23,0
GM01083,2023-12-16,198,1
GM01084,2023-09-29,276,1
GM01085,2024-03-29,94,0
GM01086,2023-12-22,192,1
GM01087,2024-05-30,32,0
GM01088,2024-06-10,21,0
GM01089,2024-06-02,29,0
GM01090,2024-05-08,54,0
GM01091,2023-12-21,193,1
GM01092,2024-06-15,16,0
GM01093,2024-05-30,32,0
GM01094,2024-06-05,26,0
GM01095,2024-05-31,31,0
GM01096,2024-05-19,43,0
GM01097,2023-07-26,341,1
GM01098,2024-06-12,19,0
GM01099,2024-02-17,135,0
GM01100,2024-06-12,19,0
GM01101,2024-05-14,48,0
GM01102,2024-01-28,155,0
GM01103,2024-06-10,21,0
GM01104,2024-02-11,141,0
GM01105,2023-10-14,261,1
GM01106,2023-08-17,319,1
GM01107,2023-12-29,185,1
GM01108,2024-05-14,48,0
GM01109,2024-02-05,147,0
GM01110,2024-03-08,115,0
GM01111,2024-02-10,142,0
GM01112,2024-04-21,71,0
GM01113,2024-04-15,77,0
GM01114,2023-04-17,441,1
GM01115,2024-02-10,142,0
GM01116,2023-07-05,362,1
GM01117,2024-03-18,105,0
GM01118,2023-11-24,220,1
GM01119,2024-02-06,146,0
GM01120,2024-06-18,13,0
GM01121,2024-01-06,177,0
GM01122,2023-08-20,316,1
GM01123,2024-05-14,48,0
GM01124,2023-02-04,513,1
GM01125,2024-05-17,45,0
GM01126,2024-06-08,23,0
GM01127,2024-05-07,55,0
GM01128,2024-06-10,21,0
GM01129,2024-06-07,24,0
GM01130,2024-06-03,28,0
GM01131,2023-07-16,351,1
GM01132,2024-06-02,29,0
GM01133,2024-03-10,113,0
GM01134,2024-06-11,20,0
GM01135,2024-05-30,32,0
GM01136,2024-05-15,47,0
GM01137,2024-05-23,39,0
GM01138,2023-12-11,203,1
GM01139,2023-11-29,215,1
GM01140,2024-03-23,100,0
GM01141,2024-01-12,171,0
GM01142,2024-01-19,164,0
GM01143,2024-04-29,63,0
GM01144,2024-06-05,26,0
GM01145,2024-05-22,40,0
GM01146,2024-06-15,16,0
GM01147,2024-01-08,175,0
GM01148,2024-02-26,126,0
GM01149,2024-04-28,64,0
GM01150,2024-04-16,76,0
GM01151,2024-05-02,60,0
GM01152,2023-12-25,189,1
GM01153,2023-07-31,336,1
GM01154,2024-06-12,19,0
GM01155,2024-02-02,150,0
GM01156,2024-03-18,105,0
GM01157,2024-01-14,169,0
GM01158,2024-03-04,119,0
GM01159,2024-04-15,77,0
GM01160,2024-04-25,67,0
GM01161,2024-06-06,25,0
GM01162,2024-05-18,44,0
GM01163,2023-12-11,203,1
GM01164,2024-01-11,172,0
GM01165,2023-08-31,305,1
GM01166,2024-03-30,93,0
GM01167,2024-04-18,74,0
GM01168,2024-06-16,15,0
GM01169,2024-02-09,143,0
GM01170,2024-04-01,91,0
GM01171,2024-01-28,155,0
GM01172,2024-03-07,116,0
GM01173,2024-05-25,37,0
GM01174,2024-06-08,23,0
GM01175,2024-02-18,134,0
GM01176,2024-02-29,123,0
GM01177,2024-04-25,67,0
GM01178,2024-05-29,33,0
GM01179,2024-06-16,15,0
GM01180,2024-05-18,44,0
GM01181,2024-06-05,26,0
GM01182,2024-06-13,18,0
GM01183,2024-01-05,178,0
GM01184,2023-12-21,193,1
GM01185,2024-06-05,26,0
GM01186,2024-05-27,35,0
GM01187,2024-04-21,71,0
GM01188,2024-03-20,103,0
GM01189,2024-05-18,44,0
GM01190,2024-02-18,134,0
GM01191,2024-01-08,175,0
GM01192,2023-05-08,420,1
GM01193,2024-06-12,19,0
GM01194,2022-12-20,559,1
GM01195,2024-03-12,111,0
GM01196,2024-04-18,74,0
GM01197,2024-06-05,26,0
GM01198,2024-03-08,115,0
GM01199,2024-06-10,21,0
GM01200,2024-03-02,121,0
GM01201,2024-04-13,79,0
GM01202,2024-05-28,34,0
GM01203,2023-08-27,309,1
GM01204,2022-07-14,718,1
GM01205,2023-01-08,540,1
GM01206,2024-05-22,40,0
GM01207,2024-03-22,101,0
GM01208,2024-01-01,182,1
GM01209,2024-05-23,39,0
GM01210,2024-04-05,87,0
GM01211,2024-03-28,95,0
GM01212,2024-05-05,57,0
GM01213,2023-10-10,265,1
GM01214,2024-06-13,18,0
GM01215,2024-04-15,77,0
GM01216,2024-02-19,133,0
GM01217,2024-04-19,73,0
GM01218,2024-06-16,15,0
GM01219,2023-06-08,389,1
GM01220,2024-04-10,82,0
GM01221,2024-03-05,118,0
GM01222,2022-07-07,725,1
GM01223,2023-12-30,184,1
GM01224,2024-05-07,55,0
GM01225,2024-04-22,70,0
GM01226,2024-03-06,117,0
GM01227,2024-02-12,140,0
GM01228,2024-05-25,37,0
GM01229,2024-06-03,28,0
GM01230,2024-06-03,28,0
GM01231,2024-01-09,174,0
GM01232,2024-03-04,119,0
GM01233,2024-05-23,39,0
GM01234,2023-09-22,283,1
GM01235,2023-12-22,192,1
GM01236,2023-05-04,424,1
GM01237,2024-04-01,91,0
GM01238,2023-11-20,224,1
GM01239,2024-05-16,46,0
GM01240,2024-05-22,40,0
GM01241,2023-12-20,194,1
GM01242,2023-06-27,370,1
GM01243,2024-02-23,129,0
GM01244,2024-05-17,45,0
GM01245,2024-05-26,36,0
GM01246,2024-02-11,141,0
GM01247,2023-12-22,192,1
GM01248,2024-06-17,14,0
GM01249,2024-03-31,92,0
GM01250,2024-03-12,111,0
GM01251,2024-03-22,101,0
GM01252,2023-12-10,204,1
GM01253,2023-08-31,305,1
GM01254,2024-06-17,14,0
GM01255,2024-04-22,70,0
GM01256,2023-12-01,213,1
GM01257,2023-06-22,375,1
GM01258,2024-05-19,43,0
GM01259,2024-06-17,14,0
GM01260,2023-09-18,287,1
GM01261,2024-05-26,36,0
GM01262,2024-02-21,131,0
GM01263,2024-06-08,23,0
GM01264,2024-04-11,81,0
GM01265,2024-06-11,20,0
GM01266,2024-05-17,45,0
GM01267,2023-12-14,200,1
GM01268,2024-02-13,139,0
GM01269,2024-04-07,85,0
GM01270,2024-04-29,63,0
GM01271,2023-07-12,355,1
GM01272,2023-11-02,242,1
GM01273,2024-06-15,16,0
GM01274,2024-03-24,99,0
GM01275,2024-03-28,95,0
GM01276,2024-05-11,51,0
GM01277,2024-06-04,27,0
GM01278,2023-12-17,197,1
GM01279,2024-05-20,42,0
GM01280,2024-03-10,113,0
GM01281,2023-12-27,187,1
GM01282,2023-11-16,228,1
GM01283,2024-05-24,38,0
GM01284,2024-05-01,61,0
GM01285,2024-01-17,166,0
GM01286,2024-01-26,157,0
GM01287,2024-05-07,55,0
GM01288,2024-04-11,81,0
GM01289,2023-06-21,376,1
GM01290,2024-04-29,63,0
GM01291,2024-02-26,126,0
GM01292,2024-03-09,114,0
GM01293,2022-01-03,910,1
GM01294,2024-06-02,29,0
GM01295,2024-03-22,101,0
GM01296,2022-04-27,796,1
GM01297,2024-06-09,22,0
GM01298,2024-04-12,80,0
GM01299,2024-05-27,35,0
GM01300,2023-10-28,247,1
GM01301,2024-05-07,55,0
GM01302,2023-09-15,290,1
GM01303,2022-09-12,658,1
GM01304,2023-05-08,420,1
GM01305,2024-04-01,91,0
GM01306,2024-05-17,45,0
GM01307,2024-02-22,130,0
GM01308,2024-02-19,133,0
GM01309,2024-02-05,147,0
GM01310,2024-03-25,98,0
GM01311,2024-05-27,35,0
GM01312,2024-02-19,133,0
GM01313,2024-03-28,95,0
GM01314,2024-03-26,97,0
GM01315,2023-03-30,459,1
GM01316,2024-06-01,30,0
GM01317,2024-03-17,106,0
GM01318,2024-06-02,29,0
GM01319,2024-05-22,40,0
GM01320,2024-03-05,118,0
GM01321,2023-10-30,245,1
GM01322,2024-05-15,47,0
GM01323,2024-06-07,24,0
GM01324,2024-06-17,14,0
GM01325,2024-06-18,13,0
GM01326,2023-12-17,197,1
GM01327,2024-04-17,75,0
GM01328,2024-03-20,103,0
GM01329,2024-05-25,37,0
GM01330,2024-05-23,39,0
GM01331,2024-03-14,109,0
GM01332,2024-04-18,74,0
GM01333,2023-09-02,303,1
GM01334,2024-05-11,51,0
GM01335,2024-05-18,44,0
GM01336,2024-05-02,60,0
GM01337,2024-06-18,13,0
GM01338,2024-06-11,20,0
GM01339,2024-03-02,121,0
GM01340,2024-01-14,169,0
GM01341,2024-04-23,69,0
GM01342,2024-06-06,25,0
GM01343,2022-12-26,553,1
GM01344,2023-10-27,248,1
GM01345,2024-01-10,173,0
GM01346,2024-05-24,38,0
GM01347,2024-02-18,134,0
GM01348,2024-05-29,33,0
GM01349,2024-05-24,38,0
GM01350,2023-09-13,292,1
GM01351,2024-05-03,59,0
GM01352,2024-06-07,24,0
GM01353,2024-06-08,23,0
GM01354,2024-03-28,95,0
GM01355,2024-06-15,16,0
GM01356,2024-05-15,47,0
GM01357,2023-12-19,195,1
GM01358,2024-03-20,103,0
GM01359,2024-05-02,60,0
GM01360,2024-06-17,14,0
GM01361,2023-10-26,249,1
GM01362,2024-06-06,25,0
GM01363,2024-05-06,56,0
GM01364,2024-05-03,59,0
GM01365,2024-05-23,39,0
GM01366,2024-05-22,40,0
GM01367,2024-03-30,93,0
GM01368,2023-12-24,190,1
GM01369,2024-05-28,34,0
GM01370,2024-06-11,20,0
GM01371,2023-11-06,238,1
GM01372,2024-06-18,13,0
GM01373,2024-01-10,173,0
GM01374,2022-09-15,655,1
GM01375,2024-02-18,134,0
GM01376,2024-06-17,14,0
GM01377,2024-05-29,33,0
GM01378,2024-06-07,24,0
GM01379,2024-05-18,44,0
GM01380,2024-06-09,22,0
GM01381,2024-05-21,41,0
GM01382,2024-04-26,66,0
GM01383,2024-04-29,63,0
GM01384,2024-02-11,141,0
GM01385,2024-01-26,157,0
GM01386,2024-05-03,59,0
GM01387,2024-05-19,43,0
GM01388,2024-03-23,100,0
GM01389,2024-06-13,18,0
GM01390,2024-05-24,38,0
GM01391,2024-05-09,53,0
GM01392,2024-03-08,115,0
GM01393,2024-04-09,83,0
GM01394,2024-05-27,35,0
GM01395,2024-04-18,74,0
GM01396,2023-12-25,189,1
GM01397,2024-05-24,38,0
GM01398,2023-10-08,267,1
GM01399,2024-05-08,54,0
GM01400,2024-06-14,17,0
GM01401,2024-05-16,46,0
GM01402,2024-02-14,138,0
GM01403,2024-04-26,66,0
GM01404,2024-06-16,15,0
GM01405,2024-05-07,55,0
GM01406,2024-04-08,84,0
GM01407,2023-06-29,368,1
GM01408,2023-12-08,206,1
GM01409,2024-04-15,77,0
GM01410,2023-09-18,287,1
GM01411,2024-04-08,84,0
GM01412,2023-04-07,451,1
GM01413,2024-04-09,83,0
GM01414,2024-05-28,34,0
GM01415,2023-03-31,458,1
GM01416,2022-06-22,740,1
GM01417,2023-03-30,459,1
GM01418,2024-05-09,53,0
GM01419,2024-04-14,78,0
GM01420,2024-06-15,16,0
GM01421,2024-05-24,38,0
GM01422,2024-03-30,93,0
GM01423,2023-04-10,448,1
GM01424,2024-05-30,32,0
GM01425,2023-11-28,216,1
GM01426,2023-09-30,275,1
GM01427,2024-03-19,104,0
GM01428,2024-05-21,41,0
GM01429,2024-01-14,169,0
GM01430,2024-06-04,27,0
GM01431,2024-06-09,22,0
GM01432,2024-06-18,13,0
GM01433,2024-01-01,182,1
GM01434,2022-11-01,608,1
GM01435,2023-12-05,209,1
GM01436,2024-06-17,14,0
GM01437,2024-03-08,115,0
GM01438,2023-12-25,189,1
GM01439,2024-05-18,44,0
GM01440,2023-12-28,186,1
GM01441,2024-05-27,35,0
GM01442,2024-04-17,75,0
GM01443,2024-06-02,29,0
GM01444,2023-07-29,338,1
GM01445,2024-03-08,115,0
GM01446,2024-05-21,41,0
GM01447,2024-04-21,71,0
GM01448,2024-05-22,40,0
GM01449,2024-05-22,40,0
GM01450,2024-05-04,58,0
GM01451,2024-06-15,16,0
GM01452,2022-05-31,762,1
GM01453,2024-04-23,69,0
GM01454,2024-05-06,56,0
GM01455,2024-05-19,43,0
GM01456,2024-04-06,86,0
GM01457,2024-03-10,113,0
GM01458,2023-11-30,214,1
GM01459,2024-05-15,47,0
GM01460,2024-03-22,101,0
GM01461,2024-06-04,27,0
GM01462,2024-05-18,44,0
GM01463,2024-06-15,16,0
GM01464,2024-04-15,77,0
GM01465,2024-06-04,27,0
GM01466,2024-05-03,59,0
GM01467,2023-10-31,244,1
GM01468,2024-04-11,81,0
GM01469,2024-05-16,46,0
GM01470,2024-04-03,89,0
GM01471,2024-01-14,169,0
GM01472,2024-05-24,38,0
GM01473,2024-05-31,31,0
GM01474,2022-04-10,813,1
GM01475,2023-11-20,224,1
GM01476,2024-06-15,16,0
GM01477,2024-06-15,16,0
GM01478,2024-05-20,42,0
GM01479,2024-05-28,34,0
GM01480,2024-01-12,171,0
GM01481,2024-05-31,31,0
GM01482,2024-03-21,102,0
GM01483,2023-01-19,529,1
GM01484,2023-09-19,286,1
GM01485,2024-06-06,25,0
GM01486,2024-02-11,141,0
GM01487,2024-06-07,24,0
GM01488,2024-04-14,78,0
GM01489,2024-05-26,36,0
GM01490,2023-12-14,200,1
GM01491,2024-06-02,29,0
GM01492,2024-06-04,27,0
GM01493,2024-06-07,24,0
GM01494,2023-12-20,194,1
GM01495,2024-05-07,55,0
GM01496,2024-06-03,28,0
GM01497,2023-12-19,195,1
GM01498,2024-03-20,103,0
GM01499,2024-03-05,118,0
GM01500,2024-04-23,69,0
GM01501,2024-04-03,89,0
GM01502,2023-10-26,249,1
GM01503,2023-11-13,231,1
GM01504,2024-02-07,145,0
GM01505,2024-04-29,63,0
GM01506,2024-05-28,34,0
GM01507,2024-06-03,28,0
GM01508,2024-01-02,181,1
GM01509,2023-10-31,244,1
GM01510,2022-05-02,791,1
GM01511,2024-06-17,14,0
GM01512,2024-04-05,87,0
GM01513,2022-10-07,633,1
GM01514,2024-06-08,23,0
GM01515,2024-04-22,70,0
GM01516,2024-05-05,57,0
GM01517,2024-06-15,16,0
GM01518,2024-05-23,39,0
GM01519,2024-03-26,97,0
GM01520,2022-05-21,772,1
GM01521,2024-05-13,49,0
GM01522,2024-04-11,81,0
GM01523,2024-05-11,51,0
GM01524,2024-05-05,57,0
GM01525,2024-06-06,25,0
GM01526,2023-09-10,295,1
GM01527,2024-05-14,48,0
GM01528,2023-12-08,206,1
GM01529,2024-06-17,14,0
GM01530,2024-06-07,24,0
GM01531,2024-06-11,20,0
GM01532,2024-05-04,58,0
GM01533,2024-06-11,20,0
GM01534,2024-06-01,30,0
GM01535,2024-06-04,27,0
GM01536,2024-06-14,17,0
GM01537,2024-04-27,65,0
GM01538,2024-02-08,144,0
GM01539,2022-07-22,710,1
GM01540,2024-05-26,36,0
GM01541,2024-06-14,17,0
GM01542,2024-05-13,49,0
GM01543,2024-06-05,26,0
GM01544,2023-12-19,195,1
GM01545,2024-05-13,49,0
GM01546,2023-11-19,225,1
GM01547,2024-01-13,170,0
GM01548,2023-09-09,296,1
GM01549,2024-02-12,140,0
GM01550,2023-10-23,252,1
GM01551,2024-05-17,45,0
GM01552,2024-03-07,116,0
GM01553,2024-06-14,17,0
GM01554,2023-11-29,215,1
GM01555,2024-03-23,100,0
GM01556,2024-05-20,42,0
GM01557,2023-04-09,449,1
GM01558,2024-06-12,19,0
GM01559,2023-10-14,261,1
GM01560,2024-03-12,111,0
GM01561,2024-06-04,27,0
GM01562,2024-04-26,66,0
GM01563,2024-05-21,41,0
GM01564,2024-05-20,42,0
GM01565,2024-03-12,111,0
GM01566,2024-04-19,73,0
GM01567,2024-01-01,182,1
GM01568,2024-05-21,41,0
GM01569,2023-07-19,348,1
GM01570,2024-05-29,33,0
GM01571,2024-04-26,66,0
GM01572,2024-06-18,13,0
GM01573,2023-07-09,358,1
GM01574,2024-02-07,145,0
GM01575,2024-03-17,106,0
GM01576,2024-01-17,166,0
GM01577,2023-11-01,243,1
GM01578,2023-06-24,373,1
GM01579,2024-03-16,107,0
GM01580,2022-12-02,577,1
GM01581,2024-05-09,53,0
GM01582,2024-05-01,61,0
GM01583,2023-01-26,522,1
GM01584,2024-06-09,22,0
GM01585,2024-02-28,124,0
GM01586,2024-04-07,85,0
GM01587,2024-04-04,88,0
GM01588,2024-05-05,57,0
GM01589,2023-10-10,265,1
GM01590,2024-06-07,24,0
GM01591,2024-05-10,52,0
GM01592,2024-05-13,49,0
GM01593,2023-11-19,225,1
GM01594,2024-05-18,44,0
GM01595,2024-06-08,23,0
GM01596,2024-04-27,65,0
GM01597,2024-01-05,178,0
GM01598,2024-06-07,24,0
GM01599,2024-01-15,168,0
GM01600,2024-05-16,46,0
GM01601,2022-08-12,689,1
GM01602,2022-06-15,747,1
GM01603,2024-02-21,131,0
GM01604,2024-02-15,137,0
GM01605,2024-02-26,126,0
GM01606,2024-03-10,113,0
GM01607,2024-06-03,28,0
GM01608,2024-04-28,64,0
GM01609,2024-03-28,95,0
GM01610,2024-04-14,78,0
GM01611,2024-05-28,34,0
GM01612,2024-02-24,128,0
GM01613,2024-04-30,62,0
GM01614,2024-05-10,52,0
GM01615,2024-05-16,46,0
GM01616,2023-08-23,313,1
GM01617,2024-04-28,64,0
GM01618,2024-05-11,51,0
GM01619,2024-05-03,59,0
GM01620,2023-09-01,304,1
GM01621,2024-01-28,155,0
GM01622,2023-01-28,520,1
GM01623,2024-02-15,137,0
GM01624,2023-05-27,401,1
GM01625,2024-05-08,54,0
GM01626,2024-01-22,161,0
GM01627,2024-01-14,169,0
GM01628,2024-05-26,36,0
GM01629,2023-08-05,331,1
GM01630,2024-05-09,53,0
GM01631,2024-06-14,17,0
GM01632,2024-03-30,93,0
GM01633,2024-05-12,50,0
GM01634,2024-02-29,123,0
GM01635,2023-01-03,545,1
GM01636,2024-03-02,121,0
GM01637,2024-05-03,59,0
GM01638,2024-05-23,39,0
GM01639,2024-05-31,31,0
GM01640,2023-08-28,308,1
GM01641,2024-05-10,52,0
GM01642,2024-03-23,100,0
GM01643,2024-06-08,23,0
GM01644,2024-06-13,18,0
GM01645,2024-01-18,165,0
GM01646,2023-10-31,244,1
GM01647,2024-05-04,58,0
GM01648,2022-02-26,856,1
GM01649,2024-06-09,22,0
GM01650,2024-03-28,95,0
GM01651,2024-05-25,37,0
GM01652,2024-06-08,23,0
GM01653,2024-01-14,169,0
GM01654,2022-11-13,596,1
GM01655,2024-06-14,17,0
GM01656,2024-04-18,74,0
GM01657,2024-04-24,68,0
GM01658,2022-12-10,569,1
GM01659,2024-02-04,148,0
GM01660,2023-10-20,255,1
GM01661,2024-01-03,180,0
GM01662,2023-08-23,313,1
GM01663,2024-02-08,144,0
GM01664,2023-08-28,308,1
GM01665,2024-04-02,90,0
GM01666,2024-02-25,127,0
GM01667,2024-03-08,115,0
GM01668,2024-05-19,43,0
GM01669,2023-01-19,529,1
GM01670,2024-05-03,59,0
GM01671,2023-12-26,188,1
GM01672,2024-05-27,35,0
GM01673,2024-06-12,19,0
GM01674,2024-06-04,27,0
GM01675,2024-06-17,14,0
GM01676,2024-01-17,166,0
GM01677,2024-02-27,125,0
GM01678,2024-02-16,136,0
GM01679,2023-06-27,370,1
GM01680,2024-01-22,161,0
GM01681,2024-06-09,22,0
GM01682,2024-03-14,109,0
GM01683,2024-01-23,160,0
GM01684,2024-04-09,83,0
GM01685,2024-03-18,105,0
GM01686,2024-01-10,173,0
GM01687,2024-04-30,62,0
GM01688,2024-01-24,159,0
GM01689,2024-03-16,107,0
GM01690,2023-08-03,333,1
GM01691,2022-11-20,589,1
GM01692,2024-06-08,23,0
GM01693,2022-11-01,608,1
GM01694,2024-03-26,97,0
GM01695,2023-12-18,196,1
GM01696,2024-06-15,16,0
GM01697,2024-05-30,32,0
GM01698,2024-04-06,86,0
GM01699,2024-05-01,61,0
GM01700,2024-04-24,68,0
GM01701,2024-06-10,21,0
GM01702,2024-02-25,127,0
GM01703,2023-08-30,306,1
GM01704,2024-03-20,103,0
GM01705,2024-04-23,69,0
GM01706,2024-04-17,75,0
GM01707,2023-12-06,208,1
GM01708,2024-05-16,46,0
GM01709,2024-03-08,115,0
GM01710,2023-10-27,248,1
GM01711,2024-06-16,15,0
GM01712,2024-06-02,29,0
GM01713,2024-04-10,82,0
GM01714,2023-11-22,222,1
GM01715,2024-06-02,29,0
GM01716,2024-01-20,163,0
GM01717,2024-03-11,112,0
GM01718,2024-05-15,47,0
GM01719,2024-04-16,76,0
GM01720,2023-12-05,209,1
GM01721,2024-05-17,45,0
GM01722,2023-12-12,202,1
GM01723,2024-05-18,44,0
GM01724,2024-04-22,70,0
GM01725,2024-05-29,33,0
GM01726,2023-09-05,300,1
GM01727,2024-06-09,22,0
GM01728,2024-03-05,118,0
GM01729,2023-09-16,289,1
GM01730,2024-06-03,28,0
GM01731,2024-05-21,41,0
GM01732,2024-04-18,74,0
GM01733,2024-06-04,27,0
GM01734,2024-05-23,39,0
GM01735,2023-06-20,377,1
GM01736,2022-04-22,801,1
GM01737,2024-05-07,55,0
GM01738,2024-06-09,22,0
GM01739,2023-11-22,222,1
GM01740,2024-05-22,40,0
GM01741,2024-03-31,92,0
GM01742,2024-03-21,102,0
GM01743,2024-06-11,20,0
GM01744,2024-02-28,124,0
GM01745,2024-06-13,18,0
