Month,region,channel,category,Revenue,Orders,Avg_Order
2022-08,MENA,In-Store,Food & Grocery,9841.22,15,656.0813333333333
2022-08,MENA,In-Store,Home & Garden,13563.53,17,797.854705882353
2022-08,MENA,In-Store,Sports,14674.67,18,815.2594444444444
2022-08,MENA,Mobile App,Beauty,8864.0,11,805.8181818181819
2022-08,MENA,Mobile App,Electronics,18931.82,22,860.5372727272727
2022-08,MENA,Mobile App,Fashion,12979.01,22,589.955
2022-08,MENA,Mobile App,Food & Grocery,13233.83,15,882.2553333333333
2022-08,MENA,Mobile App,Home & Garden,9843.19,10,984.3190000000001
2022-08,MENA,Mobile App,Sports,6529.71,8,816.21375
2022-08,MENA,Online,Beauty,12952.65,21,616.7928571428571
2022-08,MENA,Online,Electronics,26733.31,21,1273.014761904762
2022-08,MENA,Online,Fashion,12183.380000000001,10,1218.3380000000002
2022-08,MENA,Online,Food & Grocery,17625.27,22,801.1486363636363
2022-08,MENA,Online,Home & Garden,16002.06,27,592.6688888888889
2022-08,MENA,Online,Sports,17532.6,30,584.42
2022-08,North America,Call Center,Beauty,2265.32,6,377.55333333333334
2022-08,North America,Call Center,Electronics,8377.43,9,930.8255555555556
2022-08,North America,Call Center,Fashion,1745.83,5,349.166
2022-08,North America,Call Center,Home & Garden,3619.75,5,723.95
2022-08,North America,Call Center,Sports,4779.24,7,682.7485714285714
2022-08,North America,In-Store,Beauty,16289.14,20,814.457
2022-08,North America,In-Store,Electronics,27236.43,29,939.1872413793103
2022-08,North America,In-Store,Fashion,27226.22,30,907.5406666666667
2022-08,North America,In-Store,Food & Grocery,20456.75,23,889.4239130434783
2022-08,North America,In-Store,Home & Garden,22465.66,28,802.345
2022-08,North America,In-Store,Sports,27072.28,37,731.6832432432432
2022-08,North America,Mobile App,Beauty,26392.11,32,824.7534375
2022-08,North America,Mobile App,Electronics,25376.24,30,845.8746666666667
2022-08,North America,Mobile App,Fashion,34897.41,27,1292.496666666667
2022-08,North America,Mobile App,Food & Grocery,31504.84,36,875.1344444444444
2022-08,North America,Mobile App,Home & Garden,36014.13,28,1286.2189285714285
2022-08,North America,Mobile App,Sports,19565.1,31,631.1322580645161
2022-08,North America,Online,Beauty,23470.329999999998,41,572.4470731707316
2022-08,North America,Online,Electronics,38487.95,44,874.7261363636363
2022-08,North America,Online,Fashion,21322.52,32,666.32875
2022-08,North America,Online,Food & Grocery,42758.58,45,950.1906666666667
2022-08,North America,Online,Home & Garden,37644.13,48,784.2527083333333
2022-08,North America,Online,Sports,30046.899999999998,38,790.707894736842
2022-08,Southeast Asia,Call Center,Beauty,5478.47,4,1369.6175
2022-08,Southeast Asia,Call Center,Electronics,4880.2,3,1626.7333333333333
2022-08,Southeast Asia,Call Center,Food & Grocery,3629.9800000000005,5,725.9960000000001
2022-08,Southeast Asia,Call Center,Home & Garden,648.2,2,324.1
2022-08,Southeast Asia,Call Center,Sports,2897.2200000000003,4,724.3050000000001
2022-08,Southeast Asia,In-Store,Beauty,16916.49,13,1301.2684615384617
2022-08,Southeast Asia,In-Store,Electronics,6227.73,8,778.46625
2022-08,Southeast Asia,In-Store,Fashion,8606.02,11,782.3654545454546
2022-08,Southeast Asia,In-Store,Food & Grocery,8635.69,17,507.98176470588237
2022-08,Southeast Asia,In-Store,Home & Garden,8386.57,11,762.4154545454545
2022-08,Southeast Asia,In-Store,Sports,8516.779999999999,12,709.7316666666666
2022-08,Southeast Asia,Mobile App,Beauty,8571.51,8,1071.43875
2022-08,Southeast Asia,Mobile App,Electronics,10130.82,14,723.63
2022-08,Southeast Asia,Mobile App,Fashion,9513.310000000001,12,792.7758333333335
2022-08,Southeast Asia,Mobile App,Food & Grocery,12261.93,15,817.462
2022-08,Southeast Asia,Mobile App,Home & Garden,9633.0,13,741.0
2022-08,Southeast Asia,Mobile App,Sports,14924.34,19,785.4915789473685
2022-08,Southeast Asia,Online,Beauty,9055.93,19,476.6278947368421
2022-08,Southeast Asia,Online,Electronics,25243.11,26,970.8888461538462
2022-08,Southeast Asia,Online,Fashion,23659.02,21,1126.6200000000001
2022-08,Southeast Asia,Online,Food & Grocery,6377.57,14,455.5407142857143
2022-08,Southeast Asia,Online,Home & Garden,6039.03,19,317.8436842105263
2022-08,Southeast Asia,Online,Sports,9507.72,15,633.848
2022-09,Central Asia,Call Center,Beauty,496.45000000000005,2,248.22500000000002
2022-09,Central Asia,Call Center,Fashion,2214.77,2,1107.385
2022-09,Central Asia,Call Center,Home & Garden,1281.56,2,640.78
2022-09,Central Asia,In-Store,Beauty,6764.620000000001,8,845.5775000000001
2022-09,Central Asia,In-Store,Electronics,11446.56,12,953.88
2022-09,Central Asia,In-Store,Fashion,7630.65,7,1090.0928571428572
2022-09,Central Asia,In-Store,Food & Grocery,13760.61,13,1058.5084615384617
2022-09,Central Asia,In-Store,Home & Garden,4066.36,7,580.9085714285715
2022-09,Central Asia,In-Store,Sports,12989.93,11,1180.9027272727274
2022-09,Central Asia,Mobile App,Beauty,5961.42,9,662.38
2022-09,Central Asia,Mobile App,Electronics,8876.96,9,986.3288888888887
2022-09,Central Asia,Mobile App,Fashion,4620.1,10,462.01000000000005
2022-09,Central Asia,Mobile App,Food & Grocery,9460.75,10,946.075
2022-09,Central Asia,Mobile App,Home & Garden,10183.25,14,727.375
2022-09,Central Asia,Mobile App,Sports,8679.35,11,789.0318181818183
2022-09,Central Asia,Online,Beauty,4280.3,12,356.69166666666666
2022-09,Central Asia,Online,Electronics,14365.41,15,957.694
2022-09,Central Asia,Online,Fashion,8554.37,16,534.648125
2022-09,Central Asia,Online,Food & Grocery,16695.71,19,878.7215789473684
2022-09,Central Asia,Online,Home & Garden,6609.88,12,550.8233333333334
2022-09,Central Asia,Online,Sports,12073.18,12,1006.0983333333334
2022-09,Europe,Call Center,Beauty,830.6099999999999,2,415.30499999999995
2022-09,Europe,Call Center,Electronics,2623.2200000000003,3,874.4066666666668
2022-09,Europe,Call Center,Fashion,1291.0100000000002,4,322.75250000000005
2022-09,Europe,Call Center,Food & Grocery,4285.18,6,714.1966666666667
2022-09,Europe,Call Center,Home & Garden,7543.32,9,838.1466666666666
2022-09,Europe,Call Center,Sports,121.12,1,121.12
2022-09,Europe,In-Store,Beauty,16075.62,24,669.8175
2022-09,Europe,In-Store,Electronics,14573.5,24,607.2291666666666
2022-09,Europe,In-Store,Fashion,14401.91,21,685.8052380952381
2022-09,Europe,In-Store,Food & Grocery,18131.35,23,788.3195652173912
2022-09,Europe,In-Store,Home & Garden,11793.380000000001,22,536.0627272727273
2022-09,Europe,In-Store,Sports,22029.44,24,917.8933333333333
2022-09,Europe,Mobile App,Beauty,9785.71,14,698.9792857142857
2022-09,Europe,Mobile App,Electronics,21537.05,22,978.9568181818181
2022-09,Europe,Mobile App,Fashion,18045.510000000002,22,820.2504545454547
2022-09,Europe,Mobile App,Food & Grocery,16735.65,20,836.7825
2022-09,Europe,Mobile App,Home & Garden,17327.21,18,962.6227777777777
2022-09,Europe,Mobile App,Sports,17559.9,26,675.3807692307693
2022-09,Europe,Online,Beauty,23280.73,31,750.9912903225807
2022-09,Europe,Online,Electronics,22749.71,30,758.3236666666667
2022-09,Europe,Online,Fashion,23255.15,32,726.7234375
2022-09,Europe,Online,Food & Grocery,34721.67,33,1052.171818181818
2022-09,Europe,Online,Home & Garden,30655.26,36,851.535
2022-09,Europe,Online,Sports,23651.7,27,875.9888888888889
2022-09,MENA,Call Center,Beauty,225.0,1,225.0
2022-09,MENA,Call Center,Electronics,4086.27,3,1362.09
2022-09,MENA,Call Center,Fashion,1676.49,2,838.245
2022-09,MENA,Call Center,Food & Grocery,5228.33,6,871.3883333333333
2022-09,MENA,Call Center,Home & Garden,2100.1800000000003,3,700.0600000000001
2022-09,MENA,Call Center,Sports,2626.3199999999997,2,1313.1599999999999
2022-09,MENA,In-Store,Beauty,11730.33,18,651.685
2022-09,MENA,In-Store,Electronics,15239.740000000002,18,846.6522222222223
2022-09,MENA,In-Store,Fashion,25955.79,25,1038.2316
2022-09,MENA,In-Store,Food & Grocery,11434.09,16,714.630625
2022-09,MENA,In-Store,Home & Garden,13514.76,19,711.3031578947368
2022-09,MENA,In-Store,Sports,20129.5,18,1118.3055555555557
2022-09,MENA,Mobile App,Beauty,13948.17,19,734.1142105263158
2022-09,MENA,Mobile App,Electronics,15888.720000000001,17,934.6305882352942
2022-09,MENA,Mobile App,Fashion,12530.54,14,895.0385714285715
2022-09,MENA,Mobile App,Food & Grocery,11732.44,18,651.8022222222222
2022-09,MENA,Mobile App,Home & Garden,10760.26,16,672.51625
2022-09,MENA,Mobile App,Sports,11954.56,16,747.16
2022-09,MENA,Online,Beauty,12505.07,20,625.2535
2022-09,MENA,Online,Electronics,20058.96,30,668.632
2022-09,MENA,Online,Fashion,12981.14,18,721.1744444444444
2022-09,MENA,Online,Food & Grocery,26298.37,26,1011.4757692307692
2022-09,MENA,Online,Home & Garden,7533.97,15,502.2646666666667
2022-09,MENA,Online,Sports,26941.79,21,1282.942380952381
2022-09,North America,Call Center,Beauty,6521.44,5,1304.288
2022-09,North America,Call Center,Electronics,6526.74,7,932.3914285714285
2022-09,North America,Call Center,Fashion,5019.69,6,836.6149999999999
2022-09,North America,Call Center,Food & Grocery,1582.43,5,316.486
2022-09,North America,Call Center,Home & Garden,8129.0,7,1161.2857142857142
2022-09,North America,Call Center,Sports,890.8199999999999,4,222.70499999999998
2022-09,North America,In-Store,Beauty,33110.78,44,752.5177272727273
2022-09,North America,In-Store,Electronics,21267.74,30,708.9246666666667
2022-09,North America,In-Store,Fashion,18471.05,25,738.842
2022-09,North America,In-Store,Food & Grocery,17078.63,18,948.8127777777778
2022-09,North America,In-Store,Home & Garden,26145.71,35,747.0202857142857
2022-09,North America,In-Store,Sports,18419.28,28,657.8314285714285
2022-09,North America,Mobile App,Beauty,24235.06,26,932.1176923076923
2022-09,North America,Mobile App,Electronics,14163.01,27,524.555925925926
2022-09,North America,Mobile App,Fashion,34818.58,35,994.8165714285715
2022-09,North America,Mobile App,Food & Grocery,17544.8,28,626.6
2022-09,North America,Mobile App,Home & Garden,8041.13,16,502.570625
2022-09,North America,Mobile App,Sports,26903.84,29,927.7186206896552
2022-09,North America,Online,Beauty,31092.71,37,840.3435135135135
2022-09,North America,Online,Electronics,35945.13,52,691.2524999999999
2022-09,North America,Online,Fashion,40646.45,47,864.8180851063829
2022-09,North America,Online,Food & Grocery,42216.6,47,898.2255319148936
2022-09,North America,Online,Home & Garden,29669.31,39,760.7515384615385
2022-09,North America,Online,Sports,27705.350000000002,47,589.4755319148936
2022-09,Southeast Asia,Call Center,Beauty,2295.54,3,765.18
2022-09,Southeast Asia,Call Center,Fashion,3188.9700000000003,2,1594.4850000000001
2022-09,Southeast Asia,Call Center,Food & Grocery,314.84,1,314.84
2022-09,Southeast Asia,Call Center,Home & Garden,274.66,1,274.66
2022-09,Southeast Asia,Call Center,Sports,1889.24,2,944.62
2022-09,Southeast Asia,In-Store,Beauty,4807.38,8,600.9225
2022-09,Southeast Asia,In-Store,Electronics,15567.48,21,741.3085714285714
2022-09,Southeast Asia,In-Store,Fashion,17075.760000000002,15,1138.3840000000002
2022-09,Southeast Asia,In-Store,Food & Grocery,14146.34,16,884.14625
2022-09,Southeast Asia,In-Store,Home & Garden,9577.53,14,684.1092857142858
2022-09,Southeast Asia,In-Store,Sports,6243.64,12,520.3033333333334
2022-09,Southeast Asia,Mobile App,Beauty,10760.08,14,768.5771428571428
2022-09,Southeast Asia,Mobile App,Electronics,16452.35,14,1175.167857142857
2022-09,Southeast Asia,Mobile App,Fashion,7832.76,11,712.069090909091
2022-09,Southeast Asia,Mobile App,Food & Grocery,9795.57,12,816.2975
2022-09,Southeast Asia,Mobile App,Home & Garden,6231.539999999999,10,623.1539999999999
2022-09,Southeast Asia,Mobile App,Sports,4688.450000000001,6,781.4083333333334
2022-09,Southeast Asia,Online,Beauty,6836.53,10,683.653
2022-09,Southeast Asia,Online,Electronics,12251.199999999999,14,875.0857142857142
2022-09,Southeast Asia,Online,Fashion,10401.4,17,611.8470588235294
2022-09,Southeast Asia,Online,Food & Grocery,20331.0,19,1070.0526315789473
2022-09,Southeast Asia,Online,Home & Garden,12418.699999999999,14,887.05
2022-09,Southeast Asia,Online,Sports,16667.06,24,694.4608333333334
2022-10,Central Asia,Call Center,Beauty,2917.0299999999997,2,1458.5149999999999
2022-10,Central Asia,Call Center,Electronics,5052.46,4,1263.115
2022-10,Central Asia,Call Center,Fashion,2067.53,1,2067.53
2022-10,Central Asia,Call Center,Food & Grocery,1766.3,2,883.15
2022-10,Central Asia,Call Center,Home & Garden,442.08,1,442.08
2022-10,Central Asia,Call Center,Sports,2467.41,4,616.8525
2022-10,Central Asia,In-Store,Beauty,7723.4,10,772.3399999999999
2022-10,Central Asia,In-Store,Electronics,13138.39,12,1094.8658333333333
2022-10,Central Asia,In-Store,Fashion,10451.76,12,870.98
2022-10,Central Asia,In-Store,Food & Grocery,6117.5,7,873.9285714285714
2022-10,Central Asia,In-Store,Home & Garden,7372.860000000001,12,614.4050000000001
2022-10,Central Asia,In-Store,Sports,3757.2799999999997,5,751.4559999999999
2022-10,Central Asia,Mobile App,Beauty,14547.42,14,1039.1014285714286
2022-10,Central Asia,Mobile App,Electronics,5703.830000000001,8,712.9787500000001
2022-10,Central Asia,Mobile App,Fashion,5594.86,6,932.4766666666666
2022-10,Central Asia,Mobile App,Food & Grocery,5465.15,12,455.4291666666666
2022-10,Central Asia,Mobile App,Home & Garden,11893.09,14,849.5064285714286
2022-10,Central Asia,Mobile App,Sports,6752.31,6,1125.385
2022-10,Central Asia,Online,Beauty,17688.08,18,982.6711111111113
2022-10,Central Asia,Online,Electronics,7544.91,13,580.3776923076923
2022-10,Central Asia,Online,Fashion,10111.49,15,674.0993333333333
2022-10,Central Asia,Online,Food & Grocery,5073.05,10,507.305
2022-10,Central Asia,Online,Home & Garden,18703.78,22,850.1718181818181
2022-10,Central Asia,Online,Sports,13048.43,15,869.8953333333334
2022-10,Europe,Call Center,Beauty,404.37,4,101.0925
2022-10,Europe,Call Center,Electronics,3265.98,5,653.196
2022-10,Europe,Call Center,Fashion,2554.85,5,510.96999999999997
2022-10,Europe,Call Center,Food & Grocery,6346.13,7,906.59
2022-10,Europe,Call Center,Home & Garden,5523.15,6,920.525
2022-10,Europe,Call Center,Sports,3335.09,4,833.7725
2022-10,Europe,In-Store,Beauty,11773.210000000001,18,654.0672222222223
2022-10,Europe,In-Store,Electronics,14047.68,19,739.3515789473685
2022-10,Europe,In-Store,Fashion,20226.21,23,879.4004347826086
2022-10,Europe,In-Store,Food & Grocery,10475.92,19,551.3642105263158
2022-10,Europe,In-Store,Home & Garden,20517.43,26,789.131923076923
2022-10,Europe,In-Store,Sports,16310.32,25,652.4128
2022-10,Europe,Mobile App,Beauty,19070.91,22,866.8595454545455
2022-10,Europe,Mobile App,Electronics,19162.39,26,737.015
2022-10,Europe,Mobile App,Fashion,10302.05,16,643.878125
2022-10,Europe,Mobile App,Food & Grocery,10625.43,18,590.3016666666667
2022-10,Europe,Mobile App,Home & Garden,20311.829999999998,21,967.2299999999999
2022-10,Europe,Mobile App,Sports,10821.9,20,541.095
2022-10,Europe,Online,Beauty,28294.11,40,707.35275
2022-10,Europe,Online,Electronics,36149.42,41,881.6931707317073
2022-10,Europe,Online,Fashion,26581.34,35,759.4668571428572
2022-10,Europe,Online,Food & Grocery,17019.77,24,709.1570833333334
2022-10,Europe,Online,Home & Garden,34949.01,40,873.7252500000001
2022-10,Europe,Online,Sports,19517.35,33,591.4348484848484
2022-10,MENA,Call Center,Beauty,2638.44,5,527.688
2022-10,MENA,Call Center,Electronics,1916.26,3,638.7533333333333
2022-10,MENA,Call Center,Fashion,749.22,1,749.22
2022-10,MENA,Call Center,Food & Grocery,2860.78,3,953.5933333333334
2022-10,MENA,Call Center,Home & Garden,1916.35,4,479.0875
2022-10,MENA,Call Center,Sports,4286.12,4,1071.53
2022-10,MENA,In-Store,Beauty,16359.78,18,908.8766666666667
2022-10,MENA,In-Store,Electronics,16986.920000000002,20,849.3460000000001
2022-10,MENA,In-Store,Fashion,12216.6,16,763.5375
2022-10,MENA,In-Store,Food & Grocery,12331.72,15,822.1146666666666
2022-10,MENA,In-Store,Home & Garden,14779.32,12,1231.61
2022-10,MENA,In-Store,Sports,12364.69,20,618.2345
2022-10,MENA,Mobile App,Beauty,8335.77,14,595.4121428571428
2022-10,MENA,Mobile App,Electronics,14913.68,25,596.5472
2022-10,MENA,Mobile App,Fashion,6834.76,10,683.476
2022-10,MENA,Mobile App,Food & Grocery,17623.69,16,1101.480625
2022-10,MENA,Mobile App,Home & Garden,12499.439999999999,19,657.8652631578947
2022-10,MENA,Mobile App,Sports,7978.07,14,569.8621428571429
2022-10,MENA,Online,Beauty,19290.91,29,665.2037931034482
2022-10,MENA,Online,Electronics,22273.55,24,928.0645833333333
2022-10,MENA,Online,Fashion,15967.22,21,760.3438095238095
2022-10,MENA,Online,Food & Grocery,19635.64,24,818.1516666666666
2022-10,MENA,Online,Home & Garden,17152.08,18,952.8933333333334
2022-10,MENA,Online,Sports,24411.47,32,762.8584375
2022-10,North America,Call Center,Beauty,823.1,1,823.1
2022-10,North America,Call Center,Electronics,4358.11,3,1452.7033333333331
2022-10,North America,Call Center,Fashion,4627.22,7,661.0314285714286
2022-10,North America,Call Center,Food & Grocery,5280.110000000001,10,528.0110000000001
2022-10,North America,Call Center,Home & Garden,1668.8899999999999,4,417.22249999999997
2022-10,North America,Call Center,Sports,6701.429999999999,6,1116.905
2022-10,North America,In-Store,Beauty,25903.77,26,996.2988461538462
2022-10,North America,In-Store,Electronics,20689.62,24,862.0675
2022-10,North America,In-Store,Fashion,32000.7,40,800.0175
2022-10,North America,In-Store,Food & Grocery,17758.01,31,572.8390322580644
2022-10,North America,In-Store,Home & Garden,33640.62,36,934.4616666666667
2022-10,North America,In-Store,Sports,24014.96,32,750.4675
2022-10,North America,Mobile App,Beauty,27287.43,28,974.5510714285714
2022-10,North America,Mobile App,Electronics,24118.33,32,753.6978125
2022-10,North America,Mobile App,Fashion,20680.06,28,738.5735714285714
2022-10,North America,Mobile App,Food & Grocery,21221.94,30,707.3979999999999
2022-10,North America,Mobile App,Home & Garden,17814.21,20,890.7104999999999
2022-10,North America,Mobile App,Sports,27433.15,34,806.8573529411765
2022-10,North America,Online,Beauty,57252.770000000004,46,1244.6254347826089
2022-10,North America,Online,Electronics,28804.97,31,929.1925806451613
2022-10,North America,Online,Fashion,29735.15,36,825.9763888888889
2022-10,North America,Online,Food & Grocery,35407.5,40,885.1875
2022-10,North America,Online,Home & Garden,27512.55,40,687.81375
2022-10,North America,Online,Sports,28670.17,44,651.5947727272727
2022-10,Southeast Asia,Call Center,Beauty,660.21,4,165.0525
2022-10,Southeast Asia,Call Center,Electronics,3099.77,4,774.9425
2022-10,Southeast Asia,Call Center,Fashion,1436.37,1,1436.37
2022-10,Southeast Asia,Call Center,Food & Grocery,1419.3,1,1419.3
2022-10,Southeast Asia,Call Center,Home & Garden,1197.6799999999998,2,598.8399999999999
2022-10,Southeast Asia,Call Center,Sports,1996.38,4,499.095
2022-10,Southeast Asia,In-Store,Beauty,11018.11,12,918.1758333333333
2022-10,Southeast Asia,In-Store,Electronics,13891.09,14,992.2207142857143
2022-10,Southeast Asia,In-Store,Fashion,5864.32,10,586.432
2022-10,Southeast Asia,In-Store,Food & Grocery,16032.82,15,1068.8546666666666
2022-10,Southeast Asia,In-Store,Home & Garden,12934.6,22,587.9363636363637
2022-10,Southeast Asia,In-Store,Sports,11693.949999999999,16,730.8718749999999
2022-10,Southeast Asia,Mobile App,Beauty,8819.13,12,734.9274999999999
2022-10,Southeast Asia,Mobile App,Electronics,6381.47,9,709.0522222222222
2022-10,Southeast Asia,Mobile App,Fashion,15168.960000000001,18,842.72
2022-10,Southeast Asia,Mobile App,Food & Grocery,17566.989999999998,22,798.4995454545453
2022-10,Southeast Asia,Mobile App,Home & Garden,5110.33,12,425.86083333333335
2022-10,Southeast Asia,Mobile App,Sports,2280.92,6,380.15333333333336
2022-10,Southeast Asia,Online,Beauty,18484.02,22,840.1827272727273
2022-10,Southeast Asia,Online,Electronics,7953.929999999999,14,568.1378571428571
2022-10,Southeast Asia,Online,Fashion,12294.46,19,647.0768421052632
2022-10,Southeast Asia,Online,Food & Grocery,16197.48,27,599.9066666666666
2022-10,Southeast Asia,Online,Home & Garden,10666.91,14,761.9221428571428
2022-10,Southeast Asia,Online,Sports,10810.84,17,635.9317647058824
2022-11,Central Asia,Call Center,Beauty,548.56,2,274.28
2022-11,Central Asia,Call Center,Electronics,156.13,1,156.13
2022-11,Central Asia,Call Center,Fashion,1831.84,1,1831.84
2022-11,Central Asia,Call Center,Food & Grocery,243.13000000000002,2,121.56500000000001
2022-11,Central Asia,Call Center,Home & Garden,5037.92,7,719.7028571428572
2022-11,Central Asia,Call Center,Sports,2079.25,3,693.0833333333334
2022-11,Central Asia,In-Store,Beauty,7107.110000000001,12,592.2591666666667
2022-11,Central Asia,In-Store,Electronics,7158.88,5,1431.776
2022-11,Central Asia,In-Store,Fashion,3939.7999999999997,9,437.75555555555553
2022-11,Central Asia,In-Store,Food & Grocery,17943.71,16,1121.481875
2022-11,Central Asia,In-Store,Home & Garden,8097.21,12,674.7675
2022-11,Central Asia,In-Store,Sports,14614.47,21,695.9271428571428
2022-11,Central Asia,Mobile App,Beauty,12841.74,13,987.8261538461538
2022-11,Central Asia,Mobile App,Electronics,6134.64,7,876.3771428571429
2022-11,Central Asia,Mobile App,Fashion,12795.61,17,752.6829411764706
2022-11,Central Asia,Mobile App,Food & Grocery,9592.64,11,872.0581818181818
2022-11,Central Asia,Mobile App,Home & Garden,8191.89,8,1023.98625
2022-11,Central Asia,Mobile App,Sports,5766.19,10,576.6189999999999
2022-11,Central Asia,Online,Beauty,9801.88,17,576.5811764705882
2022-11,Central Asia,Online,Electronics,17321.53,19,911.6594736842104
2022-11,Central Asia,Online,Fashion,7971.97,13,613.2284615384616
2022-11,Central Asia,Online,Food & Grocery,10860.53,14,775.7521428571429
2022-11,Central Asia,Online,Home & Garden,15444.46,18,858.0255555555555
2022-11,Central Asia,Online,Sports,12808.65,15,853.91
2022-11,Europe,Call Center,Beauty,1260.53,4,315.1325
2022-11,Europe,Call Center,Electronics,4755.38,6,792.5633333333334
2022-11,Europe,Call Center,Fashion,3093.53,5,618.706
2022-11,Europe,Call Center,Food & Grocery,2648.26,4,662.065
2022-11,Europe,Call Center,Home & Garden,3238.7,6,539.7833333333333
2022-11,Europe,Call Center,Sports,1920.57,2,960.285
2022-11,Europe,In-Store,Beauty,16056.5,22,729.8409090909091
2022-11,Europe,In-Store,Electronics,12464.8,23,541.9478260869565
2022-11,Europe,In-Store,Fashion,5706.26,12,475.5216666666667
2022-11,Europe,In-Store,Food & Grocery,16071.95,25,642.878
2022-11,Europe,In-Store,Home & Garden,18372.5,25,734.9
2022-11,Europe,In-Store,Sports,17164.23,22,780.1922727272727
2022-11,Europe,Mobile App,Beauty,11039.19,19,581.01
2022-11,Europe,Mobile App,Electronics,18415.33,27,682.0492592592593
2022-11,Europe,Mobile App,Fashion,20842.17,25,833.6868
2022-11,Europe,Mobile App,Food & Grocery,15168.64,22,689.4836363636364
2022-11,Europe,Mobile App,Home & Garden,17902.17,19,942.2194736842105
2022-11,Europe,Mobile App,Sports,14006.51,20,700.3255
2022-11,Europe,Online,Beauty,13030.71,26,501.1811538461538
2022-11,Europe,Online,Electronics,28706.53,35,820.1865714285714
2022-11,Europe,Online,Fashion,31079.82,35,887.9948571428571
2022-11,Europe,Online,Food & Grocery,23360.89,30,778.6963333333333
2022-11,Europe,Online,Home & Garden,30737.69,41,749.6997560975609
2022-11,Europe,Online,Sports,37163.32,35,1061.809142857143
2022-11,MENA,Call Center,Beauty,1204.23,3,401.41
2022-11,MENA,Call Center,Electronics,2768.79,7,395.5414285714286
2022-11,MENA,Call Center,Fashion,1248.38,2,624.19
2022-11,MENA,Call Center,Food & Grocery,2076.2400000000002,4,519.0600000000001
2022-11,MENA,Call Center,Home & Garden,672.53,1,672.53
2022-11,MENA,Call Center,Sports,481.58000000000004,2,240.79000000000002
2022-11,MENA,In-Store,Beauty,11424.18,15,761.612
2022-11,MENA,In-Store,Electronics,16364.26,19,861.2768421052632
2022-11,MENA,In-Store,Fashion,17746.23,26,682.5473076923076
2022-11,MENA,In-Store,Food & Grocery,6211.4,16,388.2125
2022-11,MENA,In-Store,Home & Garden,9340.92,10,934.092
2022-11,MENA,In-Store,Sports,7148.42,13,549.8784615384616
2022-11,MENA,Mobile App,Beauty,10167.64,18,564.8688888888888
2022-11,MENA,Mobile App,Electronics,6391.47,13,491.6515384615385
2022-11,MENA,Mobile App,Fashion,15572.039999999999,17,916.0023529411765
2022-11,MENA,Mobile App,Food & Grocery,11415.18,17,671.4811764705883
2022-11,MENA,Mobile App,Home & Garden,6976.07,10,697.607
2022-11,MENA,Mobile App,Sports,12358.93,12,1029.9108333333334
2022-11,MENA,Online,Beauty,15630.77,22,710.4895454545455
2022-11,MENA,Online,Electronics,13522.289999999999,20,676.1144999999999
2022-11,MENA,Online,Fashion,9580.43,19,504.23315789473685
2022-11,MENA,Online,Food & Grocery,19271.61,17,1133.624117647059
2022-11,MENA,Online,Home & Garden,6443.04,14,460.21714285714285
2022-11,MENA,Online,Sports,20118.67,26,773.795
2022-11,North America,Call Center,Beauty,7567.75,6,1261.2916666666667
2022-11,North America,Call Center,Electronics,3921.1,4,980.275
2022-11,North America,Call Center,Fashion,10193.39,8,1274.17375
2022-11,North America,Call Center,Food & Grocery,2683.95,5,536.79
2022-11,North America,Call Center,Home & Garden,1657.99,3,552.6633333333333
2022-11,North America,Call Center,Sports,6870.95,4,1717.7375
2022-11,North America,In-Store,Beauty,16656.28,33,504.73575757575753
2022-11,North America,In-Store,Electronics,29338.3,38,772.0605263157895
2022-11,North America,In-Store,Fashion,25633.989999999998,29,883.9306896551724
2022-11,North America,In-Store,Food & Grocery,24539.0,32,766.84375
2022-11,North America,In-Store,Home & Garden,32307.21,30,1076.907
2022-11,North America,In-Store,Sports,25606.68,31,826.021935483871
2022-11,North America,Mobile App,Beauty,19141.02,27,708.9266666666667
2022-11,North America,Mobile App,Electronics,15547.28,27,575.8251851851852
2022-11,North America,Mobile App,Fashion,15146.380000000001,20,757.3190000000001
2022-11,North America,Mobile App,Food & Grocery,33982.0,34,999.4705882352941
2022-11,North America,Mobile App,Home & Garden,15593.91,22,708.8140909090909
2022-11,North America,Mobile App,Sports,14552.97,22,661.4986363636364
2022-11,North America,Online,Beauty,46304.56,50,926.0912
2022-11,North America,Online,Electronics,29744.25,29,1025.6637931034484
2022-11,North America,Online,Fashion,24906.15,37,673.1391891891892
2022-11,North America,Online,Food & Grocery,21898.62,34,644.0770588235293
2022-11,North America,Online,Home & Garden,49576.53,49,1011.7659183673469
2022-11,North America,Online,Sports,38834.1,45,862.98
2022-11,Southeast Asia,Call Center,Beauty,304.24,1,304.24
2022-11,Southeast Asia,Call Center,Electronics,2113.32,1,2113.32
2022-11,Southeast Asia,Call Center,Fashion,626.13,1,626.13
2022-11,Southeast Asia,Call Center,Food & Grocery,2089.68,5,417.936
2022-11,Southeast Asia,Call Center,Home & Garden,2258.76,1,2258.76
2022-11,Southeast Asia,In-Store,Beauty,4087.73,8,510.96625
2022-11,Southeast Asia,In-Store,Electronics,10060.53,12,838.3775
2022-11,Southeast Asia,In-Store,Fashion,5444.030000000001,8,680.5037500000001
2022-11,Southeast Asia,In-Store,Food & Grocery,14889.369999999999,16,930.5856249999999
2022-11,Southeast Asia,In-Store,Home & Garden,10080.37,13,775.413076923077
