customer_id,recency,frequency,monetary,R,F,M,RFM_Score,RFM_Total,Segment,region,age,gender,segment,CLV,Churn_Probability
GM00684,305,1,145.22,1,1,1,111,3,Lost,North America,42,F,Budget,96.01,0.9999844310421938
GM00685,128,1,41.3,2,1,1,211,4,Potential Loyalists,Southeast Asia,45,F,Budget,24.82,0.02950012513739758
GM00686,40,19,8378.14,4,5,4,454,13,Champions,North America,29,M,Standard,5471.21,1.4271290440715704e-05
GM00687,296,11,6520.92,1,3,4,134,8,Potential Loyalists,North America,19,F,Standard,4466.43,0.9999471797021418
GM00688,106,7,4124.43,2,2,3,223,7,Potential Loyalists,Europe,60,F,Standard,2787.1,0.005300927263758329
GM00689,36,10,4697.45,4,3,3,433,10,Loyal Customers,North America,31,F,Standard,3165.96,1.2457062420425666e-05
GM00690,42,18,9226.94,4,5,4,454,13,Champions,Europe,39,M,Standard,6094.51,2.068340285350696e-05
GM00691,522,3,609.77,1,1,1,111,3,Lost,Europe,48,M,Standard,412.45,0.9999999999996367
GM00692,53,4,2503.59,4,1,2,412,7,Recent Customers,MENA,40,M,Standard,1722.06,7.920077799155192e-05
GM00693,31,16,9458.96,5,4,4,544,13,Champions,MENA,65,F,Standard,6173.38,8.249064384153184e-06
GM00694,61,14,7960.4800000000005,3,4,4,344,11,Potential Loyalists,Europe,37,M,Standard,5244.27,0.00010266789814959923
GM00695,78,13,6827.69,3,4,4,344,11,Potential Loyalists,Central Asia,55,M,Standard,4638.15,0.00043840841289444687
GM00696,56,9,4221.98,4,3,3,433,10,Loyal Customers,North America,21,M,Standard,2886.17,7.29811110151529e-05
GM00697,48,11,6623.15,4,3,4,434,11,Loyal Customers,Europe,32,F,Standard,4489.74,4.1466151617475464e-05
GM00698,48,9,4598.22,4,3,3,433,10,Loyal Customers,North America,41,M,Standard,3097.13,3.311393991662404e-05
GM00699,114,6,4063.68,2,2,3,223,7,Potential Loyalists,Europe,42,M,Standard,2765.43,0.008398048008140337
GM00700,41,13,5180.5599999999995,4,4,3,443,11,Loyal Customers,MENA,18,M,Standard,3382.13,1.8588913346018624e-05
GM00701,15,26,27245.36,5,5,5,555,15,Champions,MENA,24,M,Premium,18869.43,3.219081780284574e-06
GM00702,40,19,7486.46,4,5,4,454,13,Champions,Central Asia,48,F,Standard,5181.62,1.7766466269580846e-05
GM00703,355,3,2319.83,1,1,2,112,4,Lost,Europe,29,M,Standard,1662.62,0.9999996425055927
GM00704,98,4,482.55000000000007,3,1,1,311,5,Potential Loyalists,Europe,59,M,Budget,308.87,0.0029830214379571508
GM00705,49,16,7539.3,4,4,4,444,12,Loyal Customers,Central Asia,22,F,Standard,5110.47,3.619423987503739e-05
GM00706,123,5,2286.59,2,2,2,222,6,Potential Loyalists,Southeast Asia,61,M,Standard,1593.22,0.022137429274804554
GM00707,48,15,8087.139999999999,4,4,4,444,12,Loyal Customers,Europe,67,M,Standard,5609.07,3.470827185445204e-05
GM00708,76,31,43710.590000000004,3,5,5,355,13,Champions,North America,59,F,Premium,29429.96,0.0005867382285244607
GM00709,597,1,87.73,1,1,1,111,3,Lost,Europe,55,M,Budget,63.8,0.9999999999999993
GM00710,177,17,5822.02,2,4,4,244,10,At Risk,North America,29,M,Standard,4095.21,0.4871694144648776
GM00711,57,17,5694.61,4,4,3,443,11,Loyal Customers,North America,56,M,Standard,3812.27,6.181776913164971e-05
GM00712,100,17,8384.21,3,4,4,344,11,Potential Loyalists,North America,35,F,Standard,5687.8,0.002020609587371311
GM00713,16,9,3427.24,5,3,3,533,11,Loyal Customers,MENA,19,F,Standard,2206.08,2.876812660477828e-06
GM00714,186,6,908.31,2,2,2,222,6,Potential Loyalists,MENA,27,F,Budget,641.06,0.7621202795644261
GM00715,26,6,2752.3,5,2,2,522,9,Recent Customers,Europe,32,F,Standard,1783.34,6.760830919271644e-06
GM00716,68,16,6504.55,3,4,4,344,11,Potential Loyalists,Southeast Asia,47,M,Standard,4462.58,0.00015666823360116426
GM00717,20,3,276.99,5,1,1,511,7,Recent Customers,North America,61,M,Budget,166.49,6.12857258876753e-06
GM00718,35,2,244.17000000000002,4,1,1,411,6,Recent Customers,Southeast Asia,34,F,Budget,169.31,1.7592476416591863e-05
GM00719,55,12,13919.26,4,3,5,435,12,Loyal Customers,Europe,21,F,Premium,9465.8,6.603754168290225e-05
GM00720,46,19,24977.74,4,5,5,455,14,Champions,North America,24,M,Premium,17413.83,3.592724461206997e-05
GM00721,31,24,33282.28,5,5,5,555,15,Champions,Southeast Asia,58,F,Premium,22054.09,1.2146941239760061e-05
GM00722,96,11,4169.42,3,3,3,333,9,Potential Loyalists,Europe,48,M,Standard,2806.69,0.001941470639717179
GM00723,27,7,788.76,5,2,2,522,9,Recent Customers,Central Asia,68,M,Budget,512.95,8.5834406650154e-06
GM00724,55,14,4972.15,4,4,3,443,11,Loyal Customers,North America,56,M,Standard,3440.5,6.409484691188868e-05
GM00725,151,6,1898.29,2,2,2,222,6,Potential Loyalists,North America,51,M,Standard,1261.42,0.15363229870814496
GM00726,71,4,301.4,3,1,1,311,5,Potential Loyalists,North America,23,F,Budget,198.39,0.0003043879437918551
GM00727,65,19,7576.89,3,5,4,354,12,Potential Loyalists,Europe,67,F,Standard,5227.49,0.00013202595276810795
GM00728,20,15,8704.67,5,4,4,544,13,Champions,North America,55,M,Standard,6092.71,3.4375684144236227e-06
GM00729,110,7,651.16,2,2,1,221,5,Potential Loyalists,Europe,62,M,Budget,446.94,0.007551808100667581
GM00730,42,6,795.2,4,2,2,422,8,Recent Customers,Europe,68,F,Budget,552.24,3.068859558092702e-05
GM00731,193,5,366.65,2,2,1,221,5,Potential Loyalists,Europe,51,M,Budget,248.73,0.8695961314424009
GM00732,67,11,4349.7699999999995,3,3,3,333,9,Potential Loyalists,North America,61,F,Standard,2848.57,0.00016101041903944724
GM00733,156,5,494.37,2,2,1,221,5,Potential Loyalists,North America,32,M,Budget,318.73,0.23906590988061943
GM00734,23,39,41320.76,5,5,5,555,15,Champions,MENA,31,F,Premium,27830.32,5.795098818392601e-06
GM00735,23,18,5423.62,5,5,3,553,13,Champions,Europe,23,M,Standard,3608.81,4.052811317987392e-06
GM00736,186,3,432.31,2,1,1,211,4,Potential Loyalists,Southeast Asia,67,M,Budget,304.25,0.845329385232038
GM00737,148,13,6572.16,2,4,4,244,10,At Risk,MENA,54,M,Standard,4408.76,0.10811359427910049
GM00738,292,5,622.53,1,2,1,121,4,Potential Loyalists,North America,67,M,Budget,431.67,0.9999425109024569
GM00739,249,10,3900.72,1,3,3,133,7,Potential Loyalists,MENA,49,M,Standard,2717.43,0.9980940305159153
GM00740,39,23,32316.97,4,5,5,455,14,Champions,MENA,20,F,Premium,22149.67,2.527389290859329e-05
GM00741,161,4,501.97,2,1,1,211,4,Potential Loyalists,MENA,20,M,Budget,336.52,0.33603094287353696
GM00742,32,30,29982.440000000002,4,5,5,455,14,Champions,Europe,39,M,Premium,20552.89,1.1953462689344104e-05
GM00743,122,4,3968.19,2,1,3,213,6,Potential Loyalists,North America,39,F,Standard,2631.01,0.01942742296854417
GM00744,42,35,38433.49,4,5,5,455,14,Champions,MENA,27,F,Premium,26222.31,2.9184817829324238e-05
GM00745,652,2,31.87,1,1,1,111,3,Lost,Europe,68,F,Budget,23.18,1.0
GM00746,135,9,3361.47,2,3,3,233,8,Potential Loyalists,Southeast Asia,20,F,Standard,2306.73,0.05255309402294583
GM00747,366,5,2128.83,1,2,2,122,5,Potential Loyalists,MENA,29,M,Standard,1518.28,0.9999998548296525
GM00748,85,16,16114.73,3,4,5,345,12,Potential Loyalists,MENA,46,F,Premium,10951.2,0.0008176323388040126
GM00749,445,2,278.89,1,1,1,111,3,Lost,Southeast Asia,65,F,Budget,200.61,0.9999999998074229
GM00750,101,11,7214.45,3,3,4,334,10,Potential Loyalists,North America,34,F,Standard,4815.39,0.0031336687436488314
GM00751,23,4,2120.77,5,1,2,512,8,Recent Customers,Central Asia,24,M,Standard,1418.07,5.357739538130882e-06
GM00752,22,19,8383.11,5,5,4,554,14,Champions,Southeast Asia,30,M,Standard,5669.52,3.616840705603355e-06
GM00753,34,3,1544.3000000000002,4,1,2,412,7,Recent Customers,North America,19,M,Standard,984.45,1.2820363944476087e-05
GM00754,58,33,41386.95,3,5,5,355,13,Champions,Europe,21,F,Premium,27926.82,0.00013620831298992501
GM00755,275,7,3877.95,1,2,3,123,6,Potential Loyalists,Europe,27,F,Standard,2705.4,0.9997362363175637
GM00756,87,11,4354.3,3,3,3,333,9,Potential Loyalists,North America,56,F,Standard,2948.17,0.0009428202580762609
GM00757,106,7,793.04,2,2,2,222,6,Potential Loyalists,North America,41,M,Budget,544.46,0.004488785193024422
GM00758,167,5,859.0699999999999,2,2,2,222,6,Potential Loyalists,MENA,34,F,Budget,565.58,0.4326469356102148
GM00759,25,9,3030.99,5,3,3,533,11,Loyal Customers,Southeast Asia,69,F,Standard,1970.87,5.101986144084569e-06
GM00760,13,30,41997.46,5,5,5,555,15,Champions,North America,23,M,Premium,27745.71,3.4457275766906647e-06
GM00761,343,3,601.38,1,1,1,111,3,Lost,Europe,36,F,Budget,427.89,0.9999991933208209
GM00762,13,32,35831.23,5,5,5,555,15,Champions,Europe,22,M,Premium,23537.27,2.910405321339422e-06
GM00763,59,16,22270.7,3,4,5,345,12,Potential Loyalists,Europe,49,F,Premium,14728.01,0.00011220584471996779
GM00764,138,5,807.54,2,2,2,222,6,Potential Loyalists,North America,27,F,Standard,527.34,0.0628694001535659
GM00765,186,11,4675.76,2,3,3,233,8,Potential Loyalists,Central Asia,26,F,Standard,3183.43,0.7773374189887536
GM00766,261,1,47.55,1,1,1,111,3,Lost,North America,44,F,Budget,31.44,0.9994104538801041
GM00767,31,10,3645.26,5,3,3,533,11,Loyal Customers,North America,30,F,Standard,2474.87,8.712256774102097e-06
GM00768,30,20,25793.989999999998,5,5,5,555,15,Champions,Southeast Asia,36,F,Premium,17825.38,9.65047977208009e-06
GM00769,61,18,8496.08,3,5,4,354,12,Potential Loyalists,Europe,38,M,Standard,5675.19,9.998949076060512e-05
GM00770,54,13,5868.2699999999995,4,4,4,444,12,Loyal Customers,North America,41,F,Standard,3900.09,5.268307011054519e-05
GM00771,622,5,2108.3,1,2,2,122,5,Potential Loyalists,Central Asia,55,M,Standard,1533.31,1.0
GM00772,419,6,3768.29,1,2,3,123,6,Potential Loyalists,North America,21,M,Standard,2711.93,0.9999999976934564
GM00773,212,6,509.85,1,2,1,121,4,Potential Loyalists,Europe,41,F,Budget,338.71,0.9666213787094045
GM00774,124,2,262.42,2,1,1,211,4,Potential Loyalists,MENA,52,F,Budget,173.5,0.02493726574700368
GM00775,228,1,313.99,1,1,1,111,3,Lost,North America,20,M,Budget,207.6,0.9903944545993296
GM00776,39,4,387.94,4,1,1,411,6,Recent Customers,Europe,21,M,Budget,250.12,2.4930092578302544e-05
GM00777,13,39,44866.11,5,5,5,555,15,Champions,Europe,54,M,Premium,30920.54,3.1595537990913737e-06
GM00778,46,18,8964.58,4,5,4,454,13,Champions,North America,57,M,Standard,6175.48,2.6016002587439723e-05
GM00779,71,16,6308.09,3,4,4,344,11,Potential Loyalists,North America,65,M,Standard,4351.36,0.00024242581342816266
GM00780,104,6,1896.1,2,2,2,222,6,Potential Loyalists,North America,71,F,Standard,1286.5,0.003709235446752701
GM00781,107,2,182.65,2,1,1,211,4,Potential Loyalists,North America,52,M,Budget,109.78,0.00603621542128442
GM00782,204,2,328.76,1,1,1,111,3,Lost,MENA,48,M,Budget,217.36,0.9467974767728693
GM00783,40,9,4520.620000000001,4,3,3,433,10,Loyal Customers,Europe,61,M,Standard,3138.45,2.0252914965029406e-05
GM00784,13,31,35331.82,5,5,5,555,15,Champions,Europe,42,Other,Premium,24039.7,3.202657813700623e-06
GM00785,213,5,723.94,1,2,2,122,5,Potential Loyalists,Europe,57,M,Budget,499.35,0.9699521161785459
GM00786,380,2,110.5,1,1,1,111,3,Lost,Southeast Asia,30,M,Budget,78.09,0.999999959342902
GM00787,62,13,16818.829999999998,3,4,5,345,12,Potential Loyalists,North America,21,M,Premium,11479.62,0.00010318485792304923
GM00788,48,7,917.1,4,2,2,422,8,Recent Customers,MENA,63,F,Budget,622.83,4.66938431056661e-05
GM00789,16,18,6851.360000000001,5,5,4,554,14,Champions,MENA,31,F,Standard,4733.53,2.165810109645683e-06
GM00790,221,12,22087.89,1,3,5,135,9,Potential Loyalists,Southeast Asia,30,M,Premium,14889.09,0.9797432097516615
GM00791,116,11,5254.22,2,3,3,233,8,Potential Loyalists,Europe,44,M,Standard,3482.85,0.010030930447568103
GM00792,111,3,814.02,2,1,2,212,5,Potential Loyalists,North America,23,M,Standard,548.71,0.007200206870471783
GM00793,202,17,15185.16,1,4,5,145,10,At Risk,MENA,34,F,Premium,10463.66,0.9058829238530447
GM00794,116,15,7301.1,2,4,4,244,10,At Risk,North America,53,F,Standard,4925.05,0.00791937292438217
GM00795,744,1,152.63,1,1,1,111,3,Lost,Central Asia,57,M,Budget,111.0,1.0
GM00796,257,6,1199.98,1,2,2,122,5,Potential Loyalists,Southeast Asia,66,M,Standard,812.16,0.9989918221292449
GM00797,109,9,1500.21,2,3,2,232,7,Potential Loyalists,Southeast Asia,52,M,Standard,1011.92,0.005074765168187239
GM00798,81,8,3111.5099999999998,3,3,3,333,9,Potential Loyalists,North America,34,M,Standard,2143.79,0.0006104417134469815
GM00799,16,38,42647.22,5,5,5,555,15,Champions,North America,58,F,Premium,29156.56,3.9865721019991105e-06
GM00800,320,3,1594.35,1,1,2,112,4,Lost,Southeast Asia,19,M,Standard,1093.7,0.9999935548019451
GM00801,281,5,2135.95,1,2,2,122,5,Potential Loyalists,North America,30,M,Standard,1491.59,0.9998383565194491
GM00802,63,10,4248.58,3,3,3,333,9,Potential Loyalists,Europe,69,M,Standard,2962.48,0.00013563352636817376
GM00803,31,31,50341.69,5,5,5,555,15,Champions,North America,19,F,Premium,33441.45,1.909526176927899e-05
GM00804,204,10,4733.360000000001,1,3,3,133,7,Potential Loyalists,North America,69,F,Standard,3218.64,0.9268902357231933
GM00805,51,16,8312.699999999999,4,4,4,444,12,Loyal Customers,MENA,45,M,Standard,5661.13,4.315385986215413e-05
GM00806,280,6,663.59,1,2,1,121,4,Potential Loyalists,North America,60,M,Budget,448.07,0.9999027222502177
GM00807,15,37,46570.93,5,5,5,555,15,Champions,Southeast Asia,43,M,Premium,30617.17,3.99476561699579e-06
GM00808,33,10,3612.9300000000003,4,3,3,433,10,Loyal Customers,Southeast Asia,39,F,Standard,2538.29,1.067328759186987e-05
GM00809,55,23,26368.04,4,5,5,455,14,Champions,MENA,64,M,Premium,17965.31,7.541974183097144e-05
GM00810,72,14,7808.58,3,4,4,344,11,Potential Loyalists,Central Asia,60,F,Standard,5379.63,0.0002489193531054195
GM00811,48,17,26529.72,4,4,5,445,13,Champions,Southeast Asia,20,F,Premium,18471.35,4.524071334644434e-05
GM00812,20,3,344.63,5,1,1,511,7,Recent Customers,North America,52,F,Budget,233.55,5.486326048225111e-06
GM00813,571,1,221.68,1,1,1,111,3,Lost,Europe,29,M,Budget,161.22,0.9999999999999931
GM00814,74,12,4883.79,3,3,3,333,9,Potential Loyalists,Southeast Asia,41,F,Standard,3327.38,0.00027507718397646073
GM00815,116,21,29856.69,2,5,5,255,12,At Risk,Southeast Asia,22,F,Premium,21593.85,0.011795843778688586
GM00816,58,6,4749.7,3,2,3,323,8,Potential Loyalists,MENA,37,M,Standard,3152.24,8.022706756572996e-05
GM00817,71,4,572.24,3,1,1,311,5,Potential Loyalists,North America,56,M,Budget,397.08,0.00034407194557693944
GM00818,30,32,36992.64,5,5,5,555,15,Champions,MENA,56,M,Premium,24793.84,1.1624080522468007e-05
GM00819,71,18,8147.01,3,5,4,354,12,Potential Loyalists,Central Asia,30,M,Standard,5644.5,0.00021197093785503502
GM00820,215,6,496.02,1,2,1,121,4,Potential Loyalists,Europe,58,M,Budget,349.43,0.9790198543632075
GM00821,179,4,664.07,2,1,1,211,4,Potential Loyalists,North America,70,F,Budget,452.66,0.7552819558397853
GM00822,798,1,79.89,1,1,1,111,3,Lost,Central Asia,62,M,Budget,58.1,1.0
GM00823,593,1,93.24,1,1,1,111,3,Lost,Europe,29,F,Budget,67.81,0.9999999999999989
GM00824,185,4,419.66999999999996,2,1,1,211,4,Potential Loyalists,MENA,30,M,Budget,283.3,0.7438945607977537
GM00825,60,6,920.45,3,2,2,322,7,Potential Loyalists,MENA,27,Other,Standard,624.9,0.00013792940530653642
GM00826,48,9,1979.6100000000001,4,3,2,432,9,Loyal Customers,Southeast Asia,50,M,Standard,1315.66,3.402578538351167e-05
GM00827,213,4,391.27,1,1,1,111,3,Lost,Europe,57,F,Budget,274.82,0.9714239805820721
GM00828,14,15,6608.150000000001,5,4,4,544,13,Champions,Europe,71,M,Standard,4297.74,2.0870037580402467e-06
GM00829,13,5,683.69,5,2,2,522,9,Recent Customers,North America,33,M,Budget,465.27,3.2013998641086793e-06
GM00830,29,37,46577.44,5,5,5,555,15,Champions,MENA,62,F,Premium,32519.6,1.4384076280104864e-05
GM00831,14,6,1445.6599999999999,5,2,2,522,9,Recent Customers,Europe,52,M,Standard,929.64,2.9493800007996965e-06
GM00832,19,19,6586.05,5,5,4,554,14,Champions,MENA,20,F,Standard,4422.98,2.9300349281106627e-06
GM00833,50,16,7913.19,4,4,4,444,12,Loyal Customers,Europe,22,F,Standard,5369.62,3.87720613877975e-05
GM00834,60,3,1318.8899999999999,3,1,2,312,6,Potential Loyalists,Europe,43,M,Standard,858.79,0.00011847412228376697
GM00835,187,7,3241.4100000000003,2,2,3,223,7,Potential Loyalists,MENA,28,F,Standard,2254.75,0.7525275536733096
GM00836,36,34,42616.48,4,5,5,455,14,Champions,MENA,24,F,Premium,28656.83,2.3195161096360932e-05
GM00837,64,8,2881.14,3,3,2,332,8,Potential Loyalists,Southeast Asia,70,M,Standard,1921.51,0.0001361251150239947
GM00838,70,13,5306.7300000000005,3,4,3,343,10,Potential Loyalists,Europe,27,F,Standard,3563.03,0.0002203897576980588
GM00839,97,9,2285.79,3,3,2,332,8,Potential Loyalists,North America,59,F,Standard,1572.22,0.0023293318894282017
GM00840,161,6,1009.83,2,2,2,222,6,Potential Loyalists,North America,69,M,Standard,698.89,0.2955643765130788
GM00841,130,7,2808.28,2,2,2,222,6,Potential Loyalists,Central Asia,51,M,Standard,1840.61,0.032317982561164416
GM00842,240,3,391.07,1,1,1,111,3,Lost,North America,20,F,Budget,258.56,0.996666176047957
GM00843,33,5,660.04,4,2,1,421,7,Recent Customers,Europe,25,M,Budget,420.55,1.4681210624731486e-05
GM00844,557,1,135.09,1,1,1,111,3,Lost,Southeast Asia,48,M,Budget,98.25,0.9999999999999787
GM00845,216,2,105.38,1,1,1,111,3,Lost,Europe,28,M,Budget,69.67,0.9793952531502701
GM00846,62,5,2668.48,3,2,2,322,7,Potential Loyalists,MENA,62,F,Standard,1801.88,0.00014998363477280964
GM00847,246,3,62.94,1,1,1,111,3,Lost,Central Asia,24,M,Budget,41.61,0.9982242522042495
GM00848,24,3,223.72,5,1,1,511,7,Recent Customers,Southeast Asia,62,M,Budget,141.48,7.073972956203019e-06
GM00849,908,1,198.23,1,1,1,111,3,Lost,MENA,19,F,Budget,144.17,1.0
GM00850,30,25,36280.83,5,5,5,555,15,Champions,North America,23,M,Premium,24347.56,1.1526887005248051e-05
GM00851,191,6,433.08,2,2,1,221,5,Potential Loyalists,Central Asia,58,F,Budget,289.0,0.8443936612228322
GM00852,61,15,5477.64,3,4,3,343,10,Potential Loyalists,North America,49,Other,Standard,3759.81,8.93558657550478e-05
GM00853,825,1,132.71,1,1,1,111,3,Lost,Europe,37,F,Budget,96.52,1.0
GM00854,76,9,9413.4,3,3,4,334,10,Potential Loyalists,Southeast Asia,51,F,Premium,6407.6,0.00040425619988371074
GM00855,39,17,3943.6000000000004,4,4,3,443,11,Loyal Customers,Europe,67,M,Standard,2738.83,1.540845444166629e-05
GM00856,58,12,4736.66,3,3,3,333,9,Potential Loyalists,Europe,33,F,Standard,3209.49,0.00010158925895012593
GM00857,122,10,5795.66,2,3,4,234,9,Potential Loyalists,Central Asia,42,M,Standard,3829.79,0.01802927286858256
GM00858,13,32,36375.26,5,5,5,555,15,Champions,MENA,29,M,Premium,24656.26,2.628352438717603e-06
GM00859,146,4,475.11,2,1,1,211,4,Potential Loyalists,North America,24,M,Budget,330.69,0.12231326413357818
GM00860,14,22,34579.76,5,5,5,555,15,Champions,Central Asia,56,M,Premium,23294.98,3.994899029637557e-06
GM00861,91,14,5792.08,3,4,4,344,11,Potential Loyalists,North America,34,F,Standard,3846.95,0.0012041606323078653
GM00862,49,11,19096.28,4,3,5,435,12,Loyal Customers,MENA,62,M,Premium,12479.64,5.2104415269477986e-05
GM00863,24,19,5792.62,5,5,4,554,14,Champions,MENA,28,F,Standard,3904.18,4.066407321434433e-06
GM00864,141,16,8213.85,2,4,4,244,10,At Risk,MENA,23,F,Standard,5482.47,0.0555430986262194
GM00865,97,11,5566.87,3,3,3,333,9,Potential Loyalists,MENA,40,F,Standard,3689.71,0.0018741511229144491
GM00866,80,17,11007.24,3,4,5,345,12,Potential Loyalists,North America,44,M,Standard,7373.52,0.00047823617042088817
GM00867,197,11,8090.18,2,3,4,234,9,Potential Loyalists,Europe,63,F,Standard,5470.24,0.894426196548246
GM00868,52,25,29048.510000000002,4,5,5,455,14,Champions,Europe,23,M,Premium,19488.73,6.648169399296577e-05
GM00869,186,17,26867.5,2,4,5,245,11,At Risk,Southeast Asia,55,M,Premium,18405.0,0.7551496832513473
GM00870,24,13,5254.04,5,4,3,543,12,Loyal Customers,Southeast Asia,19,Other,Standard,3425.26,4.683708217611795e-06
GM00871,52,7,536.22,4,2,1,421,7,Recent Customers,MENA,39,M,Budget,363.07,7.594511225466155e-05
GM00872,114,5,2661.0,2,2,2,222,6,Potential Loyalists,Europe,37,M,Standard,1712.36,0.008808411180485646
GM00873,57,13,6483.47,4,4,4,444,12,Loyal Customers,North America,42,F,Standard,4394.54,7.577538771221583e-05
GM00874,13,14,5924.71,5,4,4,544,13,Champions,MENA,32,M,Standard,3972.43,2.193181840880393e-06
GM00875,111,13,6533.96,2,4,4,244,10,At Risk,Central Asia,66,F,Standard,4461.18,0.005792670122391876
GM00876,29,22,30094.72,5,5,5,555,15,Champions,Europe,46,M,Premium,20556.92,1.0523144851538268e-05
GM00877,22,23,27628.26,5,5,5,555,15,Champions,North America,25,M,Premium,18306.45,5.028447141170788e-06
GM00878,236,13,3854.66,1,4,3,143,8,At Risk,North America,54,M,Standard,2694.92,0.9936007717444217
GM00879,21,15,7267.81,5,4,4,544,13,Champions,Central Asia,66,M,Standard,4972.12,4.828268638135966e-06
GM00880,33,38,41553.72,4,5,5,455,14,Champions,Europe,69,M,Premium,28434.44,1.5749331646473238e-05
GM00881,137,5,2048.45,2,2,2,222,6,Potential Loyalists,Europe,50,F,Standard,1475.41,0.05856149991829013
GM00882,74,6,1242.4099999999999,3,2,2,322,7,Potential Loyalists,North America,39,F,Budget,832.75,0.00033045892340554945
GM00883,182,4,811.8499999999999,2,1,2,212,5,Potential Loyalists,Central Asia,67,F,Standard,501.93,0.7931460424524952
GM00884,36,5,2279.7,4,2,2,422,8,Recent Customers,Central Asia,64,M,Standard,1600.17,1.7106677164276454e-05
GM00885,303,3,528.9399999999999,1,1,1,111,3,Lost,North America,22,F,Budget,372.11,0.9999783439932765
GM00886,471,2,673.9300000000001,1,1,2,112,4,Lost,Europe,56,F,Budget,464.52,0.9999999999870794
GM00887,19,14,6225.2699999999995,5,4,4,544,13,Champions,North America,35,F,Standard,4003.17,3.065737072455742e-06
GM00888,71,19,9304.28,3,5,4,354,12,Potential Loyalists,Europe,55,M,Standard,6199.9,0.00022434124918195111
GM00889,23,32,31570.32,5,5,5,555,15,Champions,Central Asia,71,F,Premium,21291.5,6.402917433414263e-06
GM00890,188,9,3178.4,2,3,3,233,8,Potential Loyalists,Europe,70,F,Standard,2175.29,0.7607966106488662
GM00891,160,9,3800.2,2,3,3,233,8,Potential Loyalists,North America,54,M,Standard,2656.2,0.25252272916277
GM00892,73,21,28170.96,3,5,5,355,13,Champions,Southeast Asia,47,F,Premium,18985.9,0.0003276515377447689
GM00893,42,12,4317.54,4,3,3,433,10,Loyal Customers,North America,68,M,Standard,2828.36,2.771326719974343e-05
GM00894,211,13,14664.53,1,4,5,145,10,At Risk,MENA,48,F,Premium,10253.6,0.9593578428860124
GM00895,63,16,9193.88,3,4,4,344,11,Potential Loyalists,North America,27,F,Standard,6277.59,0.00010597648331840928
GM00896,160,14,5357.06,2,4,3,243,9,At Risk,Europe,32,F,Standard,3655.66,0.25672154209837134
GM00897,80,9,3127.28,3,3,3,333,9,Potential Loyalists,Europe,59,M,Standard,2015.65,0.0006203876498042607
GM00898,28,21,27902.0,5,5,5,555,15,Champions,Southeast Asia,65,M,Premium,18426.01,1.0608268866916267e-05
GM00899,42,21,20949.13,4,5,5,455,14,Champions,Central Asia,61,F,Premium,14120.27,2.629013226408091e-05
GM00900,78,12,4278.9,3,3,3,333,9,Potential Loyalists,Central Asia,35,M,Standard,2880.1,0.00046469448528623587
GM00901,52,1,40.86,4,1,1,411,6,Recent Customers,Europe,40,M,Budget,24.56,8.170690153208066e-05
GM00902,66,13,16865.82,3,4,5,345,12,Potential Loyalists,Central Asia,50,F,Premium,11363.81,0.00018332982312802294
GM00903,94,8,3169.81,3,3,3,333,9,Potential Loyalists,Europe,33,F,Standard,2173.41,0.0018989604429628661
GM00904,314,2,345.38,1,1,1,111,3,Lost,North America,71,M,Budget,228.35,0.9999922345407819
GM00905,41,39,40375.11,4,5,5,455,14,Champions,MENA,55,M,Premium,26885.64,2.5709288876821228e-05
GM00906,257,3,237.08999999999997,1,1,1,111,3,Lost,Southeast Asia,52,M,Budget,160.33,0.9991793784352743
GM00907,189,5,1134.46,2,2,2,222,6,Potential Loyalists,North America,51,F,Standard,778.77,0.8063541366600852
GM00908,142,18,9950.84,2,5,4,254,11,At Risk,Europe,45,F,Standard,6806.42,0.05809619038879605
GM00909,30,17,7560.77,5,4,4,544,13,Champions,Europe,19,F,Standard,5184.73,8.936830165311298e-06
GM00910,98,8,5657.139999999999,3,3,3,333,9,Potential Loyalists,MENA,47,F,Standard,3881.42,0.0023451885095549657
GM00911,13,10,3465.02,5,3,3,533,11,Loyal Customers,North America,30,F,Standard,2207.16,2.256180036530977e-06
GM00912,776,1,45.59,1,1,1,111,3,Lost,Europe,58,F,Budget,33.16,1.0
GM00913,128,12,4234.61,2,3,3,233,8,Potential Loyalists,North America,33,M,Standard,2888.04,0.02353292571712038
GM00914,32,8,2773.83,4,3,2,432,9,Loyal Customers,MENA,22,F,Standard,1910.33,1.192894333576192e-05
GM00915,66,7,759.0999999999999,3,2,2,322,7,Potential Loyalists,North America,45,M,Budget,489.59,0.0001781380122417313
GM00916,78,12,6866.87,3,3,4,334,10,Potential Loyalists,MENA,70,F,Standard,4728.72,0.00039899402589257905
GM00917,88,10,4046.96,3,3,3,333,9,Potential Loyalists,Europe,56,F,Standard,2711.97,0.0009537951816566859
GM00918,57,12,5528.37,4,3,3,433,10,Loyal Customers,Southeast Asia,62,M,Standard,3537.6,7.657962342567007e-05
GM00919,56,2,323.39,4,1,1,411,6,Recent Customers,North America,37,F,Budget,194.37,9.052371311504752e-05
GM00920,183,7,3917.2799999999997,2,2,3,223,7,Potential Loyalists,Europe,41,M,Standard,2732.3,0.7022412714972107
GM00921,15,17,6285.71,5,4,4,544,13,Champions,Southeast Asia,44,F,Standard,4178.59,2.2743263884608287e-06
GM00922,256,6,530.63,1,2,1,121,4,Potential Loyalists,MENA,47,M,Budget,350.83,0.998986092909654
