transaction_id,customer_id,region,city,channel,category,order_date,quantity,unit_price,revenue,discount_pct,is_returned,payment_delayed
TXN0013805,GM01175,North America,Toronto,Online,Fashion,2023-07-30,1,197.08,197.08,20,0,0
TXN0013806,GM01175,North America,Toronto,Mobile App,Food & Grocery,2024-02-18,1,57.92,57.92,0,0,0
TXN0013807,GM01175,North America,Toronto,Online,Home & Garden,2023-08-07,2,39.06,78.12,0,1,0
TXN0013808,GM01175,North America,Toronto,Mobile App,Fashion,2022-06-05,2,42.71,85.42,15,0,0
TXN0013809,GM01175,North America,Toronto,Mobile App,Electronics,2023-02-23,2,132.93,265.87,5,0,0
TXN0013810,GM01175,North America,Toronto,Online,Fashion,2023-04-26,3,284.95,854.86,0,0,0
TXN0013811,GM01175,North America,Toronto,Mobile App,Home & Garden,2023-04-04,2,82.45,164.89,0,0,0
TXN0013812,GM01175,North America,Toronto,Online,Fashion,2022-09-18,5,20.72,103.62,10,0,0
TXN0013813,GM01175,North America,Toronto,Online,Beauty,2023-09-29,3,225.07,675.22,10,0,0
TXN0013814,GM01175,North America,Toronto,Online,Food & Grocery,2022-09-26,3,116.44,349.31,0,0,0
TXN0013815,GM01175,North America,Toronto,Online,Beauty,2022-05-27,2,121.41,242.81,5,0,0
TXN0013816,GM01176,MENA,Istanbul,In-Store,Food & Grocery,2022-08-28,5,532.51,2662.55,5,0,0
TXN0013817,GM01176,MENA,Istanbul,Online,Food & Grocery,2022-11-08,2,363.52,727.05,15,0,0
TXN0013818,GM01176,MENA,Istanbul,Online,Food & Grocery,2024-02-29,4,426.2,1704.81,5,0,0
TXN0013819,GM01176,MENA,Istanbul,In-Store,Sports,2023-01-23,3,333.43,1000.3,0,1,0
TXN0013820,GM01176,MENA,Istanbul,Online,Home & Garden,2023-04-20,2,166.34,332.68,5,0,0
TXN0013821,GM01176,MENA,Istanbul,Mobile App,Home & Garden,2023-03-05,2,414.13,828.26,0,0,0
TXN0013822,GM01176,MENA,Istanbul,Mobile App,Beauty,2022-07-02,3,402.67,1208.0,0,0,0
TXN0013823,GM01176,MENA,Istanbul,Online,Food & Grocery,2024-02-02,1,358.95,358.95,0,0,0
TXN0013824,GM01176,MENA,Istanbul,In-Store,Home & Garden,2022-01-04,1,606.76,606.76,0,0,0
TXN0013825,GM01176,MENA,Istanbul,Mobile App,Beauty,2022-12-17,2,664.61,1329.22,10,0,0
TXN0013826,GM01176,MENA,Istanbul,Mobile App,Fashion,2022-12-30,5,350.01,1750.04,0,0,0
TXN0013827,GM01177,North America,New York,Mobile App,Beauty,2022-04-10,2,109.29,218.57,0,1,0
TXN0013828,GM01177,North America,New York,Online,Electronics,2022-12-05,3,249.0,746.99,10,0,0
TXN0013829,GM01177,North America,New York,Online,Electronics,2024-03-13,2,174.98,349.95,0,0,0
TXN0013830,GM01177,North America,New York,In-Store,Food & Grocery,2024-04-25,2,246.71,493.43,10,0,0
TXN0013831,GM01178,Central Asia,Tashkent,Online,Sports,2024-03-08,2,208.0,415.99,0,0,0
TXN0013832,GM01178,Central Asia,Tashkent,Mobile App,Fashion,2022-03-30,5,263.39,1316.93,0,0,0
TXN0013833,GM01178,Central Asia,Tashkent,In-Store,Electronics,2022-04-22,5,231.67,1158.34,0,0,0
TXN0013834,GM01178,Central Asia,Tashkent,Online,Electronics,2022-09-01,3,61.97,185.92,15,0,0
TXN0013835,GM01178,Central Asia,Tashkent,Mobile App,Home & Garden,2022-09-05,1,71.87,71.87,0,0,0
TXN0013836,GM01178,Central Asia,Tashkent,In-Store,Sports,2022-09-16,2,227.78,455.55,10,0,0
TXN0013837,GM01178,Central Asia,Tashkent,Mobile App,Electronics,2024-05-29,5,95.58,477.91,0,0,0
TXN0013838,GM01178,Central Asia,Tashkent,In-Store,Sports,2023-09-10,5,251.54,1257.7,0,0,0
TXN0013839,GM01178,Central Asia,Tashkent,Call Center,Fashion,2022-01-05,4,291.77,1167.08,15,0,0
TXN0013840,GM01178,Central Asia,Tashkent,Online,Fashion,2023-02-24,2,67.36,134.72,0,0,0
TXN0013841,GM01178,Central Asia,Tashkent,Online,Sports,2022-09-27,2,295.48,590.96,10,0,0
TXN0013842,GM01179,North America,New York,Mobile App,Sports,2023-10-11,4,387.83,1551.33,10,0,0
TXN0013843,GM01179,North America,New York,Online,Home & Garden,2023-07-28,1,602.51,602.51,10,0,0
TXN0013844,GM01179,North America,New York,In-Store,Beauty,2024-03-19,2,185.73,371.46,0,0,0
TXN0013845,GM01179,North America,New York,In-Store,Sports,2022-01-01,3,295.48,886.44,15,0,0
TXN0013846,GM01179,North America,New York,Online,Food & Grocery,2022-01-08,2,246.7,493.41,0,0,0
TXN0013847,GM01179,North America,New York,Call Center,Beauty,2024-01-01,2,449.92,899.84,10,0,0
TXN0013848,GM01179,North America,New York,Online,Electronics,2023-02-19,2,624.88,1249.75,0,0,0
TXN0013849,GM01179,North America,New York,In-Store,Fashion,2023-11-21,3,269.12,807.37,0,0,0
TXN0013850,GM01179,North America,New York,Mobile App,Sports,2023-11-15,5,564.29,2821.47,10,0,0
TXN0013851,GM01179,North America,New York,Online,Food & Grocery,2024-04-02,2,88.91,177.82,10,0,0
TXN0013852,GM01179,North America,New York,Call Center,Food & Grocery,2024-06-16,1,511.02,511.02,5,0,0
TXN0013853,GM01179,North America,New York,In-Store,Beauty,2023-04-11,5,543.44,2717.19,5,0,0
TXN0013854,GM01179,North America,New York,In-Store,Home & Garden,2022-03-11,5,632.33,3161.65,15,0,0
TXN0013855,GM01179,North America,New York,Mobile App,Food & Grocery,2024-01-13,4,416.44,1665.76,0,0,0
TXN0013856,GM01179,North America,New York,Online,Sports,2022-09-25,3,194.66,583.97,20,0,0
TXN0013857,GM01179,North America,New York,Mobile App,Fashion,2023-04-03,5,538.59,2692.93,0,0,0
TXN0013858,GM01179,North America,New York,Online,Fashion,2022-09-02,1,509.49,509.49,0,0,0
TXN0013859,GM01179,North America,New York,Online,Food & Grocery,2022-09-25,4,424.42,1697.69,10,0,0
TXN0013860,GM01179,North America,New York,Mobile App,Home & Garden,2023-11-22,3,554.58,1663.74,0,0,0
TXN0013861,GM01179,North America,New York,Mobile App,Electronics,2023-08-26,5,531.16,2655.8,0,0,1
TXN0013862,GM01179,North America,New York,Online,Home & Garden,2022-02-13,2,668.2,1336.39,0,0,0
TXN0013863,GM01179,North America,New York,Online,Electronics,2022-05-26,1,551.97,551.97,0,0,0
TXN0013864,GM01179,North America,New York,In-Store,Beauty,2022-10-21,4,168.73,674.91,10,0,0
TXN0013865,GM01179,North America,New York,Mobile App,Electronics,2024-02-07,3,544.57,1633.71,10,0,0
TXN0013866,GM01179,North America,New York,Mobile App,Food & Grocery,2022-01-05,1,708.22,708.22,5,0,0
TXN0013867,GM01179,North America,New York,Online,Beauty,2024-01-25,4,125.67,502.68,0,0,0
TXN0013868,GM01179,North America,New York,In-Store,Beauty,2023-06-05,5,529.6,2648.0,5,0,0
TXN0013869,GM01179,North America,New York,Online,Sports,2022-02-14,1,584.47,584.47,10,0,0
TXN0013870,GM01179,North America,New York,Online,Fashion,2022-08-01,4,215.36,861.43,0,0,0
TXN0013871,GM01180,MENA,Riyadh,Mobile App,Fashion,2022-05-21,2,157.59,315.19,15,0,0
TXN0013872,GM01180,MENA,Riyadh,In-Store,Beauty,2023-10-16,2,116.01,232.03,0,0,0
TXN0013873,GM01180,MENA,Riyadh,Call Center,Electronics,2024-05-02,5,148.32,741.6,0,0,0
TXN0013874,GM01180,MENA,Riyadh,In-Store,Food & Grocery,2023-07-05,5,196.06,980.28,5,0,0
TXN0013875,GM01180,MENA,Riyadh,Call Center,Home & Garden,2023-08-02,3,213.51,640.54,0,0,0
TXN0013876,GM01180,MENA,Riyadh,Mobile App,Sports,2022-03-09,5,253.23,1266.15,15,0,0
TXN0013877,GM01180,MENA,Riyadh,Call Center,Food & Grocery,2022-03-14,5,25.96,129.79,0,1,0
TXN0013878,GM01180,MENA,Riyadh,Online,Sports,2022-10-28,4,273.32,1093.28,0,0,0
TXN0013879,GM01180,MENA,Riyadh,Online,Sports,2023-01-17,2,128.7,257.39,0,0,0
TXN0013880,GM01180,MENA,Riyadh,Online,Beauty,2023-08-08,2,47.42,94.83,0,0,0
TXN0013881,GM01180,MENA,Riyadh,Online,Fashion,2022-03-10,3,59.27,177.81,0,0,0
TXN0013882,GM01180,MENA,Riyadh,In-Store,Beauty,2024-05-18,5,168.64,843.21,5,0,0
TXN0013883,GM01180,MENA,Riyadh,In-Store,Sports,2023-08-29,2,185.77,371.54,10,0,0
TXN0013884,GM01180,MENA,Riyadh,In-Store,Sports,2023-08-27,1,239.77,239.77,0,0,0
TXN0013885,GM01180,MENA,Riyadh,In-Store,Food & Grocery,2023-04-04,3,225.58,676.75,10,0,0
TXN0013886,GM01181,Southeast Asia,Jakarta,Mobile App,Beauty,2022-10-19,3,92.44,277.31,10,0,0
TXN0013887,GM01181,Southeast Asia,Jakarta,Mobile App,Electronics,2022-03-17,2,190.51,381.02,0,0,0
TXN0013888,GM01181,Southeast Asia,Jakarta,Mobile App,Food & Grocery,2023-06-21,1,189.74,189.74,10,0,0
TXN0013889,GM01181,Southeast Asia,Jakarta,Online,Home & Garden,2024-05-10,4,230.4,921.6,10,0,0
TXN0013890,GM01181,Southeast Asia,Jakarta,Call Center,Fashion,2023-02-02,1,61.78,61.78,0,0,0
TXN0013891,GM01181,Southeast Asia,Jakarta,Mobile App,Home & Garden,2022-10-15,5,166.76,833.79,10,0,0
TXN0013892,GM01181,Southeast Asia,Jakarta,In-Store,Fashion,2023-11-11,2,83.1,166.2,20,0,0
TXN0013893,GM01181,Southeast Asia,Jakarta,In-Store,Food & Grocery,2022-07-03,1,239.15,239.15,5,0,0
TXN0013894,GM01181,Southeast Asia,Jakarta,In-Store,Sports,2023-12-14,3,39.14,117.43,5,0,0
TXN0013895,GM01181,Southeast Asia,Jakarta,Mobile App,Home & Garden,2022-12-22,1,165.68,165.68,10,0,0
TXN0013896,GM01181,Southeast Asia,Jakarta,Online,Food & Grocery,2024-01-30,1,136.78,136.78,0,0,0
TXN0013897,GM01181,Southeast Asia,Jakarta,Mobile App,Beauty,2024-01-25,1,26.14,26.14,10,0,0
TXN0013898,GM01181,Southeast Asia,Jakarta,Online,Fashion,2024-06-05,2,277.95,555.9,5,0,0
TXN0013899,GM01181,Southeast Asia,Jakarta,Mobile App,Electronics,2024-03-27,2,52.8,105.6,0,0,0
TXN0013900,GM01181,Southeast Asia,Jakarta,Online,Beauty,2024-02-14,2,89.23,178.46,0,0,0
TXN0013901,GM01181,Southeast Asia,Jakarta,In-Store,Food & Grocery,2023-08-27,5,200.6,1003.0,0,0,0
TXN0013902,GM01181,Southeast Asia,Jakarta,Online,Beauty,2022-09-03,3,259.39,778.16,15,0,0
TXN0013903,GM01181,Southeast Asia,Jakarta,Online,Beauty,2023-07-29,2,149.63,299.27,0,0,0
TXN0013904,GM01182,Europe,Paris,In-Store,Fashion,2024-04-05,3,152.29,456.86,0,0,0
TXN0013905,GM01182,Europe,Paris,In-Store,Fashion,2022-08-17,5,193.04,965.19,15,0,0
TXN0013906,GM01182,Europe,Paris,Online,Home & Garden,2022-04-18,4,152.3,609.19,0,0,0
TXN0013907,GM01182,Europe,Paris,In-Store,Home & Garden,2024-01-17,1,171.03,171.03,0,0,0
TXN0013908,GM01182,Europe,Paris,In-Store,Electronics,2022-07-04,3,265.03,795.1,0,0,0
TXN0013909,GM01182,Europe,Paris,In-Store,Electronics,2022-10-12,5,45.5,227.51,5,0,0
TXN0013910,GM01182,Europe,Paris,Online,Fashion,2023-11-07,1,119.23,119.23,0,0,0
TXN0013911,GM01182,Europe,Paris,In-Store,Home & Garden,2024-06-13,1,101.28,101.28,0,0,0
TXN0013912,GM01182,Europe,Paris,Online,Food & Grocery,2022-12-12,5,179.32,896.6,10,0,0
TXN0013913,GM01182,Europe,Paris,Online,Beauty,2023-01-26,4,42.78,171.14,15,1,0
TXN0013914,GM01182,Europe,Paris,Online,Sports,2022-03-25,5,276.97,1384.83,10,0,0
TXN0013915,GM01182,Europe,Paris,In-Store,Electronics,2023-12-16,2,277.11,554.23,10,0,0
TXN0013916,GM01183,North America,Los Angeles,Online,Food & Grocery,2023-05-05,4,255.67,1022.7,15,0,0
TXN0013917,GM01183,North America,Los Angeles,In-Store,Sports,2022-09-12,3,259.65,778.96,0,0,0
TXN0013918,GM01183,North America,Los Angeles,Mobile App,Beauty,2023-09-10,1,225.66,225.66,5,0,0
TXN0013919,GM01183,North America,Los Angeles,In-Store,Food & Grocery,2023-07-23,4,93.27,373.09,0,0,0
TXN0013920,GM01183,North America,Los Angeles,Online,Beauty,2024-01-05,5,249.67,1248.35,0,0,0
TXN0013921,GM01183,North America,Los Angeles,Mobile App,Home & Garden,2023-06-08,5,243.72,1218.58,0,0,0
TXN0013922,GM01183,North America,Los Angeles,Online,Home & Garden,2022-08-28,2,250.65,501.29,0,0,0
TXN0013923,GM01183,North America,Los Angeles,Mobile App,Sports,2022-04-07,4,76.67,306.7,15,0,0
TXN0013924,GM01183,North America,Los Angeles,In-Store,Home & Garden,2023-10-14,3,143.24,429.71,0,0,0
TXN0013925,GM01183,North America,Los Angeles,In-Store,Sports,2022-01-30,1,65.73,65.73,0,1,0
TXN0013926,GM01183,North America,Los Angeles,Mobile App,Home & Garden,2023-08-29,3,32.97,98.92,0,0,0
TXN0013927,GM01183,North America,Los Angeles,Mobile App,Electronics,2022-12-24,3,64.82,194.45,0,0,0
TXN0013928,GM01183,North America,Los Angeles,Online,Food & Grocery,2023-11-08,2,59.42,118.85,0,0,0
TXN0013929,GM01184,Southeast Asia,Jakarta,Online,Home & Garden,2023-12-21,5,43.67,218.35,0,1,0
TXN0013930,GM01184,Southeast Asia,Jakarta,Online,Home & Garden,2022-07-03,3,234.2,702.61,0,1,0
TXN0013931,GM01184,Southeast Asia,Jakarta,Call Center,Beauty,2022-07-12,4,39.58,158.3,0,0,0
TXN0013932,GM01184,Southeast Asia,Jakarta,Online,Fashion,2023-06-06,4,227.69,910.78,0,0,0
TXN0013933,GM01184,Southeast Asia,Jakarta,In-Store,Food & Grocery,2022-09-13,3,180.18,540.55,0,0,0
TXN0013934,GM01184,Southeast Asia,Jakarta,In-Store,Home & Garden,2023-04-29,4,81.38,325.5,0,0,0
TXN0013935,GM01184,Southeast Asia,Jakarta,Online,Fashion,2023-12-16,4,295.37,1181.47,0,0,0
TXN0013936,GM01185,Central Asia,Astana,Mobile App,Home & Garden,2023-07-13,5,202.09,1010.43,10,0,0
TXN0013937,GM01185,Central Asia,Astana,In-Store,Home & Garden,2024-03-27,1,104.42,104.42,15,0,0
TXN0013938,GM01185,Central Asia,Astana,Online,Food & Grocery,2023-12-24,4,214.14,856.55,0,0,0
TXN0013939,GM01185,Central Asia,Astana,Online,Food & Grocery,2023-05-17,3,129.46,388.38,0,0,0
TXN0013940,GM01185,Central Asia,Astana,Online,Home & Garden,2022-12-21,4,240.5,961.99,0,0,0
TXN0013941,GM01185,Central Asia,Astana,Online,Fashion,2023-06-12,4,179.91,719.62,0,0,0
TXN0013942,GM01185,Central Asia,Astana,In-Store,Home & Garden,2024-05-31,2,146.0,292.0,20,0,0
TXN0013943,GM01185,Central Asia,Astana,Mobile App,Food & Grocery,2023-07-05,2,63.05,126.1,5,0,0
TXN0013944,GM01185,Central Asia,Astana,Online,Electronics,2022-03-25,4,294.61,1178.43,20,0,0
TXN0013945,GM01185,Central Asia,Astana,Online,Sports,2022-03-13,2,158.6,317.2,0,0,0
TXN0013946,GM01185,Central Asia,Astana,In-Store,Home & Garden,2023-05-16,4,209.19,836.78,5,0,0
TXN0013947,GM01185,Central Asia,Astana,In-Store,Sports,2023-07-08,1,44.25,44.25,10,0,0
TXN0013948,GM01185,Central Asia,Astana,In-Store,Food & Grocery,2024-06-05,3,259.26,777.77,5,0,0
TXN0013949,GM01185,Central Asia,Astana,Online,Food & Grocery,2022-03-28,3,277.67,833.01,20,0,0
TXN0013950,GM01185,Central Asia,Astana,Online,Electronics,2022-06-11,5,181.8,908.99,0,0,0
TXN0013951,GM01185,Central Asia,Astana,Mobile App,Food & Grocery,2023-04-09,5,166.45,832.24,0,0,0
TXN0013952,GM01185,Central Asia,Astana,Online,Home & Garden,2023-01-27,4,295.32,1181.28,0,0,0
TXN0013953,GM01185,Central Asia,Astana,Mobile App,Beauty,2023-08-16,4,130.71,522.85,10,0,1
TXN0013954,GM01185,Central Asia,Astana,Online,Food & Grocery,2023-11-08,1,115.01,115.01,5,1,0
TXN0013955,GM01186,Southeast Asia,Bangkok,In-Store,Beauty,2023-02-05,4,289.32,1157.28,5,0,0
TXN0013956,GM01186,Southeast Asia,Bangkok,Call Center,Electronics,2024-05-27,5,416.16,2080.81,0,0,0
TXN0013957,GM01186,Southeast Asia,Bangkok,Online,Sports,2022-10-29,3,167.8,503.4,20,0,0
TXN0013958,GM01186,Southeast Asia,Bangkok,Mobile App,Beauty,2022-07-31,2,608.53,1217.05,10,0,0
TXN0013959,GM01186,Southeast Asia,Bangkok,In-Store,Food & Grocery,2022-09-04,4,628.3,2513.2,5,0,0
TXN0013960,GM01186,Southeast Asia,Bangkok,Online,Food & Grocery,2024-02-15,2,468.87,937.75,5,0,0
TXN0013961,GM01186,Southeast Asia,Bangkok,Online,Sports,2022-09-02,1,627.56,627.56,0,0,0
TXN0013962,GM01186,Southeast Asia,Bangkok,Mobile App,Electronics,2022-07-31,5,415.98,2079.89,0,0,0
TXN0013963,GM01186,Southeast Asia,Bangkok,Online,Electronics,2023-05-27,4,414.78,1659.12,0,0,0
TXN0013964,GM01186,Southeast Asia,Bangkok,Mobile App,Home & Garden,2024-04-24,3,248.68,746.05,0,0,0
TXN0013965,GM01186,Southeast Asia,Bangkok,Mobile App,Food & Grocery,2022-09-20,4,270.53,1082.11,0,0,0
TXN0013966,GM01186,Southeast Asia,Bangkok,In-Store,Fashion,2023-09-26,2,257.88,515.77,5,0,0
TXN0013967,GM01186,Southeast Asia,Bangkok,In-Store,Sports,2024-03-08,1,605.56,605.56,0,0,0
TXN0013968,GM01186,Southeast Asia,Bangkok,Mobile App,Beauty,2023-09-14,4,128.93,515.72,15,0,0
TXN0013969,GM01186,Southeast Asia,Bangkok,Mobile App,Electronics,2023-07-03,4,383.23,1532.91,0,0,1
TXN0013970,GM01186,Southeast Asia,Bangkok,Online,Fashion,2023-07-26,2,508.49,1016.97,10,0,0
TXN0013971,GM01186,Southeast Asia,Bangkok,In-Store,Beauty,2024-02-03,4,222.46,889.82,5,0,0
TXN0013972,GM01186,Southeast Asia,Bangkok,Mobile App,Food & Grocery,2022-04-24,2,215.68,431.36,0,0,0
TXN0013973,GM01186,Southeast Asia,Bangkok,Online,Food & Grocery,2024-05-27,1,360.04,360.04,0,0,0
TXN0013974,GM01186,Southeast Asia,Bangkok,Mobile App,Electronics,2022-12-28,1,672.15,672.15,15,0,0
TXN0013975,GM01186,Southeast Asia,Bangkok,Mobile App,Fashion,2022-11-21,3,466.38,1399.15,0,0,0
TXN0013976,GM01186,Southeast Asia,Bangkok,Online,Sports,2022-02-02,4,692.76,2771.03,5,0,0
TXN0013977,GM01186,Southeast Asia,Bangkok,Online,Food & Grocery,2023-11-15,5,697.87,3489.33,10,0,0
TXN0013978,GM01187,North America,Toronto,Mobile App,Electronics,2022-10-22,5,249.95,1249.74,0,0,0
TXN0013979,GM01187,North America,Toronto,Online,Sports,2024-04-21,2,68.53,137.05,0,0,0
TXN0013980,GM01187,North America,Toronto,Online,Beauty,2022-01-22,2,170.14,340.29,15,0,0
TXN0013981,GM01187,North America,Toronto,Mobile App,Beauty,2023-08-05,5,39.44,197.21,20,0,0
TXN0013982,GM01187,North America,Toronto,Online,Home & Garden,2022-04-17,3,62.44,187.32,0,0,1
TXN0013983,GM01188,Central Asia,Bishkek,In-Store,Beauty,2022-04-09,1,72.7,72.7,0,0,0
TXN0013984,GM01188,Central Asia,Bishkek,Online,Home & Garden,2023-11-19,4,140.55,562.22,0,1,0
TXN0013985,GM01188,Central Asia,Bishkek,Online,Food & Grocery,2024-03-20,1,277.79,277.79,5,0,0
TXN0013986,GM01188,Central Asia,Bishkek,In-Store,Sports,2022-11-18,3,210.68,632.03,0,0,0
TXN0013987,GM01188,Central Asia,Bishkek,Online,Home & Garden,2023-07-28,1,294.88,294.88,0,0,0
TXN0013988,GM01188,Central Asia,Bishkek,Online,Food & Grocery,2024-01-30,2,246.74,493.48,0,0,0
TXN0013989,GM01189,Europe,London,In-Store,Electronics,2022-07-16,1,168.69,168.69,5,0,0
TXN0013990,GM01189,Europe,London,Online,Electronics,2023-05-22,1,167.41,167.41,0,1,0
TXN0013991,GM01189,Europe,London,In-Store,Beauty,2024-05-18,4,156.56,626.24,0,1,0
TXN0013992,GM01190,North America,Toronto,In-Store,Sports,2023-09-25,3,164.08,492.23,0,0,1
TXN0013993,GM01190,North America,Toronto,Call Center,Sports,2023-10-22,5,228.47,1142.37,10,0,1
TXN0013994,GM01190,North America,Toronto,In-Store,Beauty,2022-09-28,4,27.31,109.23,5,0,0
TXN0013995,GM01190,North America,Toronto,In-Store,Beauty,2024-02-18,1,217.37,217.37,0,0,0
TXN0013996,GM01190,North America,Toronto,Online,Beauty,2022-12-01,5,273.8,1369.01,15,0,0
TXN0013997,GM01190,North America,Toronto,In-Store,Food & Grocery,2023-04-30,2,95.01,190.02,0,0,0
TXN0013998,GM01190,North America,Toronto,Online,Electronics,2022-12-25,5,295.86,1479.29,5,0,0
TXN0013999,GM01191,Central Asia,Astana,In-Store,Sports,2023-06-01,3,200.34,601.01,15,0,0
TXN0014000,GM01191,Central Asia,Astana,Online,Home & Garden,2022-12-01,1,82.15,82.15,5,0,0
TXN0014001,GM01191,Central Asia,Astana,Mobile App,Home & Garden,2024-01-08,1,45.24,45.24,0,0,0
TXN0014002,GM01191,Central Asia,Astana,Online,Beauty,2022-02-10,2,293.2,586.41,5,0,0
TXN0014003,GM01191,Central Asia,Astana,Online,Electronics,2022-05-16,1,276.38,276.38,5,0,1
TXN0014004,GM01191,Central Asia,Astana,Online,Fashion,2022-10-06,4,38.11,152.45,0,0,0
TXN0014005,GM01191,Central Asia,Astana,In-Store,Food & Grocery,2023-06-29,4,201.14,804.54,10,0,0
TXN0014006,GM01191,Central Asia,Astana,In-Store,Home & Garden,2023-05-22,3,135.29,405.88,5,0,0
TXN0014007,GM01191,Central Asia,Astana,Online,Food & Grocery,2022-03-04,2,119.22,238.44,0,0,0
TXN0014008,GM01191,Central Asia,Astana,Mobile App,Sports,2023-04-07,2,283.07,566.13,0,1,0
TXN0014009,GM01191,Central Asia,Astana,In-Store,Sports,2023-02-10,1,147.87,147.87,0,0,0
TXN0014010,GM01192,North America,New York,Online,Fashion,2023-05-08,1,150.4,150.4,0,1,0
TXN0014011,GM01192,North America,New York,Online,Home & Garden,2022-05-21,2,75.5,151.0,0,0,0
TXN0014012,GM01192,North America,New York,Online,Food & Grocery,2022-04-24,3,141.94,425.82,10,1,0
TXN0014013,GM01193,Europe,Warsaw,Online,Electronics,2022-05-07,5,24.05,120.27,5,0,0
TXN0014014,GM01193,Europe,Warsaw,Online,Home & Garden,2022-06-17,2,251.5,503.0,0,0,0
TXN0014015,GM01193,Europe,Warsaw,Mobile App,Beauty,2023-11-08,2,250.34,500.69,10,0,0
TXN0014016,GM01193,Europe,Warsaw,Online,Sports,2024-01-20,3,136.68,410.04,0,0,0
TXN0014017,GM01193,Europe,Warsaw,Call Center,Home & Garden,2022-11-03,3,281.47,844.4,10,0,0
TXN0014018,GM01193,Europe,Warsaw,Mobile App,Fashion,2024-05-28,3,249.35,748.06,10,0,0
TXN0014019,GM01193,Europe,Warsaw,Online,Food & Grocery,2022-03-10,2,87.42,174.85,0,0,0
TXN0014020,GM01193,Europe,Warsaw,Online,Electronics,2024-06-12,5,60.81,304.05,0,0,0
TXN0014021,GM01193,Europe,Warsaw,Online,Food & Grocery,2023-05-24,5,170.58,852.88,0,0,0
TXN0014022,GM01193,Europe,Warsaw,Online,Food & Grocery,2022-09-08,5,207.2,1036.02,0,0,0
TXN0014023,GM01193,Europe,Warsaw,Mobile App,Sports,2022-04-30,4,205.17,820.68,0,1,0
TXN0014024,GM01193,Europe,Warsaw,In-Store,Electronics,2023-09-15,4,261.82,1047.27,0,0,0
TXN0014025,GM01193,Europe,Warsaw,In-Store,Home & Garden,2023-04-16,2,196.52,393.04,5,0,0
TXN0014026,GM01193,Europe,Warsaw,Online,Food & Grocery,2024-01-06,4,217.58,870.31,0,0,0
TXN0014027,GM01194,North America,Toronto,Online,Food & Grocery,2022-07-14,1,217.11,217.11,15,0,0
TXN0014028,GM01194,North America,Toronto,In-Store,Electronics,2022-12-20,1,167.49,167.49,0,0,0
TXN0014029,GM01194,North America,Toronto,Online,Electronics,2022-02-04,5,267.09,1335.46,20,0,0
TXN0014030,GM01195,Central Asia,Bishkek,In-Store,Electronics,2022-09-29,4,57.73,230.93,20,0,0
TXN0014031,GM01195,Central Asia,Bishkek,Online,Home & Garden,2022-11-14,3,228.63,685.89,0,0,0
TXN0014032,GM01195,Central Asia,Bishkek,In-Store,Food & Grocery,2022-11-11,2,272.05,544.11,20,0,0
TXN0014033,GM01195,Central Asia,Bishkek,In-Store,Fashion,2022-06-08,3,159.28,477.85,0,1,0
TXN0014034,GM01195,Central Asia,Bishkek,Online,Fashion,2023-10-19,3,77.88,233.64,0,0,0
TXN0014035,GM01195,Central Asia,Bishkek,In-Store,Electronics,2023-10-16,3,21.34,64.01,10,0,0
TXN0014036,GM01195,Central Asia,Bishkek,Mobile App,Home & Garden,2022-02-24,1,146.87,146.87,10,0,0
TXN0014037,GM01195,Central Asia,Bishkek,In-Store,Food & Grocery,2023-12-30,4,150.16,600.64,0,0,0
TXN0014038,GM01195,Central Asia,Bishkek,Online,Home & Garden,2022-06-09,5,49.9,249.52,5,0,0
TXN0014039,GM01195,Central Asia,Bishkek,Online,Food & Grocery,2024-03-12,4,257.38,1029.51,5,0,0
TXN0014040,GM01195,Central Asia,Bishkek,In-Store,Beauty,2023-07-21,4,267.0,1068.0,0,0,0
TXN0014041,GM01195,Central Asia,Bishkek,In-Store,Electronics,2023-02-17,5,183.36,916.82,10,0,0
TXN0014042,GM01195,Central Asia,Bishkek,Mobile App,Fashion,2023-02-01,4,73.79,295.17,0,0,0
TXN0014043,GM01195,Central Asia,Bishkek,Online,Food & Grocery,2022-01-14,4,136.08,544.3,5,0,0
TXN0014044,GM01195,Central Asia,Bishkek,Mobile App,Food & Grocery,2023-03-14,1,245.16,245.16,15,0,0
TXN0014045,GM01195,Central Asia,Bishkek,In-Store,Sports,2023-02-06,5,149.4,747.02,5,1,0
TXN0014046,GM01195,Central Asia,Bishkek,Mobile App,Electronics,2022-09-07,1,229.06,229.06,0,0,0
TXN0014047,GM01196,Southeast Asia,Manila,Mobile App,Fashion,2023-05-05,4,152.7,610.81,20,0,0
TXN0014048,GM01196,Southeast Asia,Manila,Online,Beauty,2022-07-31,1,57.78,57.78,0,0,0
TXN0014049,GM01196,Southeast Asia,Manila,Online,Food & Grocery,2023-09-14,1,77.78,77.78,15,0,0
TXN0014050,GM01196,Southeast Asia,Manila,Call Center,Food & Grocery,2023-07-02,5,254.81,1274.07,20,0,0
TXN0014051,GM01196,Southeast Asia,Manila,In-Store,Food & Grocery,2023-12-05,3,87.14,261.41,0,0,0
TXN0014052,GM01196,Southeast Asia,Manila,In-Store,Food & Grocery,2023-02-12,5,148.1,740.51,0,0,0
TXN0014053,GM01196,Southeast Asia,Manila,Online,Home & Garden,2024-04-18,3,296.32,888.97,0,0,0
TXN0014054,GM01196,Southeast Asia,Manila,Mobile App,Sports,2022-03-13,1,287.57,287.57,5,0,0
